"matchid_playerid","playerid","matchid","matchDate","matchSetting1Label","matchSetting3Label","competitionLabel","competition","timeUncertaintyLabel","timeUncertainty","supportLabel","support","nRound","nConnected","settingsNum","date.time","competitive.level","replay","port","testID","consumableKey","votationType","organizationalStructure","toleranceLabel","tolerance","Q1_1","Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","Q8_1","Q9_1","Q10_1","Q11_1","Q12_1","Q13_1","Q14_1","Q15_1","Q16_1","Q17_1","Q18_1","ToA_Calculated","Q1_2","Q2_2","Q3_2","Q4_2","Q5_2","Q6_2","Q7_2","Q8_2","Q9_2","Q10_2"
"10284-ae778b74-4a72-400e-a17b-0a119409a5b1","ae778b74-4a72-400e-a17b-0a119409a5b1",10284,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,3,7,25,"2020-03-01 19:43:15",1,"False",7121,523789,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10284-aec22576-ed44-4c6c-a4bd-e4ab1dd215c4","aec22576-ed44-4c6c-a4bd-e4ab1dd215c4",10284,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,3,7,25,"2020-03-01 19:43:15",1,"False",7121,523789,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10285-182d4e85-0037-46a1-9bff-34ffdefca57a","182d4e85-0037-46a1-9bff-34ffdefca57a",10285,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-01 09:10:37",1,"False",7122,523547,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10285-220c4e65-ebf8-4737-ad69-51031d417040","220c4e65-ebf8-4737-ad69-51031d417040",10285,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-01 09:10:37",1,"False",7122,523547,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10285-46111593-9834-4e5c-bb24-192acd2bd51c","46111593-9834-4e5c-bb24-192acd2bd51c",10285,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-01 09:10:37",1,"False",7122,523547,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10285-58ced4c3-22d8-4620-9c84-5d2e12fc0a9a","58ced4c3-22d8-4620-9c84-5d2e12fc0a9a",10285,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-01 09:10:37",1,"False",7122,523547,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10285-7467aa68-322e-4eaa-9362-a0eb42d5f9df","7467aa68-322e-4eaa-9362-a0eb42d5f9df",10285,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-01 09:10:37",1,"False",7122,523547,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10285-be27d305-02b8-4753-81d2-46e8590ab75d","be27d305-02b8-4753-81d2-46e8590ab75d",10285,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-01 09:10:37",1,"False",7122,523547,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10285-dc532ebb-da90-41a2-964b-ccb2df770b40","dc532ebb-da90-41a2-964b-ccb2df770b40",10285,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-01 09:10:37",1,"False",7122,523547,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287-0c5f8504-ce3a-4600-9035-8178d433a1b0","0c5f8504-ce3a-4600-9035-8178d433a1b0",10287,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-02 02:07:56",1,"False",7124,523936,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287-12f75548-c259-4ba3-888a-911e1b8c0b14","12f75548-c259-4ba3-888a-911e1b8c0b14",10287,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-02 02:07:56",1,"False",7124,523936,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287-3333bc3a-5cc0-462c-a4ae-f8d972049a7e","3333bc3a-5cc0-462c-a4ae-f8d972049a7e",10287,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-02 02:07:56",1,"False",7124,523936,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287-35b2ed5b-9859-4f1d-a696-a1b972e83e1e","35b2ed5b-9859-4f1d-a696-a1b972e83e1e",10287,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-02 02:07:56",1,"False",7124,523936,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287-ad0105d8-74ee-4d89-91b3-e68ef76491bd","ad0105d8-74ee-4d89-91b3-e68ef76491bd",10287,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-02 02:07:56",1,"False",7124,523936,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287-b32fca80-a021-4844-8daf-86422d03954c","b32fca80-a021-4844-8daf-86422d03954c",10287,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-02 02:07:56",1,"False",7124,523936,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287-cfcdab2c-15a4-4a18-a722-aa167951ae9f","cfcdab2c-15a4-4a18-a722-aa167951ae9f",10287,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,25,"2020-03-02 02:07:56",1,"False",7124,523936,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289-402c2b0c-f2b9-4a9d-9b05-c14d724c5512","402c2b0c-f2b9-4a9d-9b05-c14d724c5512",10289,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,26,"2020-03-01 07:02:46",1,"False",7126,523471,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289-6aaf7dbc-ae3c-4ee7-92d8-338a0e016dee","6aaf7dbc-ae3c-4ee7-92d8-338a0e016dee",10289,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,26,"2020-03-01 07:02:46",1,"False",7126,523471,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,19,0,2,1,1,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289-77ba0a36-c630-4fde-89ea-0f5cb4147bdb","77ba0a36-c630-4fde-89ea-0f5cb4147bdb",10289,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,26,"2020-03-01 07:02:46",1,"False",7126,523471,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289-79f4af87-339a-459a-ab9a-675fe6163336","79f4af87-339a-459a-ab9a-675fe6163336",10289,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,26,"2020-03-01 07:02:46",1,"False",7126,523471,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289-9216039d-abdc-4f79-8bfe-97b8a40f371f","9216039d-abdc-4f79-8bfe-97b8a40f371f",10289,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,26,"2020-03-01 07:02:46",1,"False",7126,523471,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289-d25880c4-b9b6-4bec-9e69-34b407382073","d25880c4-b9b6-4bec-9e69-34b407382073",10289,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,26,"2020-03-01 07:02:46",1,"False",7126,523471,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289-f62b51cc-7c1a-4e12-95b2-f1608cc3505f","f62b51cc-7c1a-4e12-95b2-f1608cc3505f",10289,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,26,"2020-03-01 07:02:46",1,"False",7126,523471,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10295-08c1d8b0-afe0-437d-8bf8-42c2ec14b568","08c1d8b0-afe0-437d-8bf8-42c2ec14b568",10295,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 11:36:47",1,"False",7132,523616,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,3,2,2,1,1,1,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10295-12da659f-e787-4eee-aa1e-719db0e991a8","12da659f-e787-4eee-aa1e-719db0e991a8",10295,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 11:36:47",1,"False",7132,523616,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10295-2bd5ebaf-e34f-4306-8516-4d21ea58e36e","2bd5ebaf-e34f-4306-8516-4d21ea58e36e",10295,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 11:36:47",1,"False",7132,523616,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10295-4d0f39ba-466f-4a2b-8816-c3d3cf68af28","4d0f39ba-466f-4a2b-8816-c3d3cf68af28",10295,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 11:36:47",1,"False",7132,523616,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10295-6115b662-a38d-4538-8c79-8a4c587b4123","6115b662-a38d-4538-8c79-8a4c587b4123",10295,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 11:36:47",1,"False",7132,523616,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,4,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10295-b9641736-9de0-4b73-93a3-ae0268fbbb44","b9641736-9de0-4b73-93a3-ae0268fbbb44",10295,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 11:36:47",1,"False",7132,523616,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10295-ff0c398f-19af-42c3-b38b-35f9528234ce","ff0c398f-19af-42c3-b38b-35f9528234ce",10295,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 11:36:47",1,"False",7132,523616,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10296-28448572-0d02-478e-b4c7-b35fccc6ef0d","28448572-0d02-478e-b4c7-b35fccc6ef0d",10296,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 05:20:46",1,"False",7133,523437,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10296-3c3a5816-40f2-46de-a167-184935697297","3c3a5816-40f2-46de-a167-184935697297",10296,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 05:20:46",1,"False",7133,523437,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10296-4aa4e8aa-f99e-47bb-b2f3-aa2c5e9e368f","4aa4e8aa-f99e-47bb-b2f3-aa2c5e9e368f",10296,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 05:20:46",1,"False",7133,523437,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,3,4,4,4,4,4,3,4,4,4,4,3,19,1,3,0,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10296-510a6b56-90d3-4622-b29c-2f3959aec8fb","510a6b56-90d3-4622-b29c-2f3959aec8fb",10296,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 05:20:46",1,"False",7133,523437,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,3,2,0,4,3,3,3,4,4,4,3,2,25,3,4,1,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10296-862f703f-66f1-4bdf-87b2-632be0f793f4","862f703f-66f1-4bdf-87b2-632be0f793f4",10296,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 05:20:46",1,"False",7133,523437,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10296-8a691d8a-975e-417f-9024-f02c92253c90","8a691d8a-975e-417f-9024-f02c92253c90",10296,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 05:20:46",1,"False",7133,523437,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10296-bf441528-fee0-48f1-959e-70adb0a7414d","bf441528-fee0-48f1-959e-70adb0a7414d",10296,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,27,"2020-03-01 05:20:46",1,"False",7133,523437,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10302-046f4971-5544-4fe3-becc-c59f6a0b620e","046f4971-5544-4fe3-becc-c59f6a0b620e",10302,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,28,"2020-03-01 23:17:18",1,"False",7139,523890,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10302-47d80dbd-a89f-415c-94e0-9d8607e89bc0","47d80dbd-a89f-415c-94e0-9d8607e89bc0",10302,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,28,"2020-03-01 23:17:18",1,"False",7139,523890,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10302-568b6464-d060-4ead-b5e2-880673dc7bce","568b6464-d060-4ead-b5e2-880673dc7bce",10302,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,28,"2020-03-01 23:17:18",1,"False",7139,523890,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10302-846155cf-a90c-4b72-aeaa-118f24664d07","846155cf-a90c-4b72-aeaa-118f24664d07",10302,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,28,"2020-03-01 23:17:18",1,"False",7139,523890,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10302-85107099-4a9e-47ef-81a2-aa4fff12edd7","85107099-4a9e-47ef-81a2-aa4fff12edd7",10302,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,28,"2020-03-01 23:17:18",1,"False",7139,523890,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10302-8ef7222e-1bc2-46c6-af47-f791e615f742","8ef7222e-1bc2-46c6-af47-f791e615f742",10302,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,28,"2020-03-01 23:17:18",1,"False",7139,523890,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10302-c07ad6b1-c285-413e-9f4e-3851c16db9e8","c07ad6b1-c285-413e-9f4e-3851c16db9e8",10302,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,28,"2020-03-01 23:17:18",1,"False",7139,523890,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10304-0a85ead2-cc47-4655-b218-1b60f6f002ab","0a85ead2-cc47-4655-b218-1b60f6f002ab",10304,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-01 04:40:14",1,"False",7141,523421,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,NA,4,4,NA,1,1,1,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10304-1cc83675-6dc8-4e5a-aefe-0f05700c1757","1cc83675-6dc8-4e5a-aefe-0f05700c1757",10304,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-01 04:40:14",1,"False",7141,523421,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10304-6115b662-a38d-4538-8c79-8a4c587b4123","6115b662-a38d-4538-8c79-8a4c587b4123",10304,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-01 04:40:14",1,"False",7141,523421,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,4,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10304-7412ef20-ee24-4eb4-9a0d-1b886e523133","7412ef20-ee24-4eb4-9a0d-1b886e523133",10304,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-01 04:40:14",1,"False",7141,523421,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10304-97b20419-b0be-425b-8007-16557cb6f250","97b20419-b0be-425b-8007-16557cb6f250",10304,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-01 04:40:14",1,"False",7141,523421,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,2,2,3,4,3,2,1,4,4,3,3,4,15,0,2,0,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10304-c1dea2c6-6f94-4298-abe9-d1f2a50f5214","c1dea2c6-6f94-4298-abe9-d1f2a50f5214",10304,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-01 04:40:14",1,"False",7141,523421,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10304-c770663b-a3f9-4776-beb7-537830fdac14","c770663b-a3f9-4776-beb7-537830fdac14",10304,2020-03-01,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-01 04:40:14",1,"False",7141,523421,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,22,0,0,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10307-046f4971-5544-4fe3-becc-c59f6a0b620e","046f4971-5544-4fe3-becc-c59f6a0b620e",10307,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-02 00:21:17",1,"False",7144,523907,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
