"matchid_playerid","playerid","matchid","matchDate","matchSetting1Label","matchSetting3Label","competitionLabel","competition","timeUncertaintyLabel","timeUncertainty","supportLabel","support","nRound","nConnected","settingsNum","date.time","competitive.level","replay","port","testID","consumableKey","votationType","organizationalStructure","toleranceLabel","tolerance","Q1_1","Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","Q8_1","Q9_1","Q10_1","Q11_1","Q12_1","Q13_1","Q14_1","Q15_1","Q16_1","Q17_1","Q18_1","ToA_Calculated","Q1_2","Q2_2","Q3_2","Q4_2","Q5_2","Q6_2","Q7_2","Q8_2","Q9_2","Q10_2"
"10307-47d80dbd-a89f-415c-94e0-9d8607e89bc0","47d80dbd-a89f-415c-94e0-9d8607e89bc0",10307,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-02 00:21:17",1,"False",7144,523907,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10307-58680937-a64e-486d-ba1c-b0b17f4f2774","58680937-a64e-486d-ba1c-b0b17f4f2774",10307,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-02 00:21:17",1,"False",7144,523907,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10307-84dd3458-52a5-4c55-b7ed-efb8782c9576","84dd3458-52a5-4c55-b7ed-efb8782c9576",10307,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-02 00:21:17",1,"False",7144,523907,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10307-85107099-4a9e-47ef-81a2-aa4fff12edd7","85107099-4a9e-47ef-81a2-aa4fff12edd7",10307,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-02 00:21:17",1,"False",7144,523907,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10307-e7c8c74c-394e-4d5d-9da7-9599c469acb9","e7c8c74c-394e-4d5d-9da7-9599c469acb9",10307,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-02 00:21:17",1,"False",7144,523907,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10307-f8954ea9-9b7a-4d49-8a07-3dc47ce5e3c2","f8954ea9-9b7a-4d49-8a07-3dc47ce5e3c2",10307,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,29,"2020-03-02 00:21:17",1,"False",7144,523907,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308-1afa3d9d-9e1e-4dfc-b775-d87211464024","1afa3d9d-9e1e-4dfc-b775-d87211464024",10308,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-02 05:50:43",1,"False",7145,524033,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308-26ad2426-9683-493d-ad65-8c6ff46f9edc","26ad2426-9683-493d-ad65-8c6ff46f9edc",10308,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-02 05:50:43",1,"False",7145,524033,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308-6115b662-a38d-4538-8c79-8a4c587b4123","6115b662-a38d-4538-8c79-8a4c587b4123",10308,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-02 05:50:43",1,"False",7145,524033,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,4,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308-7328749c-d10b-455b-9baa-1aa772e3b040","7328749c-d10b-455b-9baa-1aa772e3b040",10308,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-02 05:50:43",1,"False",7145,524033,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308-76a49bf6-874d-4c6f-bb6d-252df17b5938","76a49bf6-874d-4c6f-bb6d-252df17b5938",10308,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-02 05:50:43",1,"False",7145,524033,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308-8b642db8-5991-4910-bf63-cda884ee828b","8b642db8-5991-4910-bf63-cda884ee828b",10308,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-02 05:50:43",1,"False",7145,524033,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308-a747072d-1f31-4787-8c57-12d64e05fa06","a747072d-1f31-4787-8c57-12d64e05fa06",10308,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-02 05:50:43",1,"False",7145,524033,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10312-0a85ead2-cc47-4655-b218-1b60f6f002ab","0a85ead2-cc47-4655-b218-1b60f6f002ab",10312,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-01 20:18:37",1,"False",7149,523806,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,NA,4,4,NA,1,1,1,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10312-40c45c86-7915-475f-bdde-dc5e287261c6","40c45c86-7915-475f-bdde-dc5e287261c6",10312,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-01 20:18:37",1,"False",7149,523806,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10312-41e24f3e-dab5-4bdb-9ebd-9d4a4b668360","41e24f3e-dab5-4bdb-9ebd-9d4a4b668360",10312,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-01 20:18:37",1,"False",7149,523806,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10312-4b98c20d-1a5b-495a-9540-fe41d8b6329a","4b98c20d-1a5b-495a-9540-fe41d8b6329a",10312,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-01 20:18:37",1,"False",7149,523806,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10312-5ac37608-b8fc-4341-9414-a3df42348fa7","5ac37608-b8fc-4341-9414-a3df42348fa7",10312,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-01 20:18:37",1,"False",7149,523806,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,2,4,2,2,4,2,4,3,3,3,30,0,5,1,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10312-83c2a7bf-eb92-4223-ba02-88f255995f72","83c2a7bf-eb92-4223-ba02-88f255995f72",10312,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-01 20:18:37",1,"False",7149,523806,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10312-ad67ce86-854e-4f8a-957f-4656dd3f3558","ad67ce86-854e-4f8a-957f-4656dd3f3558",10312,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"LowStatus_HighLegitimacy",1,13,7,30,"2020-03-01 20:18:37",1,"False",7149,523806,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,3,1,NA,2,2,1,0,2,2,NA,NA,NA,NA,0,NA,NA,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10314-44cda41c-6840-4cdf-b1f9-b1fecf19a08a","44cda41c-6840-4cdf-b1f9-b1fecf19a08a",10314,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,7,7,31,"2020-03-02 07:52:10",1,"False",7151,524094,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10314-740454c0-0b64-42aa-a799-cd974ddc35a0","740454c0-0b64-42aa-a799-cd974ddc35a0",10314,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,7,7,31,"2020-03-02 07:52:10",1,"False",7151,524094,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,2,2,4,4,4,4,4,3,4,2,2,4,18,0,4,0,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10314-754695e0-2344-405a-9404-00a078a10d26","754695e0-2344-405a-9404-00a078a10d26",10314,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,7,7,31,"2020-03-02 07:52:10",1,"False",7151,524094,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,2,4,2,3,3,4,2,2,2,2,2,4,20,0,4,1,0,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10314-81c2eedb-703a-4331-bf46-9a2e627faec2","81c2eedb-703a-4331-bf46-9a2e627faec2",10314,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,7,7,31,"2020-03-02 07:52:10",1,"False",7151,524094,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10314-d02c74e4-9188-43da-bbc3-caa3301e4873","d02c74e4-9188-43da-bbc3-caa3301e4873",10314,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,7,7,31,"2020-03-02 07:52:10",1,"False",7151,524094,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10314-d1555932-740c-4d2a-a1e1-99abf6e5acf6","d1555932-740c-4d2a-a1e1-99abf6e5acf6",10314,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,7,7,31,"2020-03-02 07:52:10",1,"False",7151,524094,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10314-dec5193b-19ae-4075-a0d2-bbb9d31a03f2","dec5193b-19ae-4075-a0d2-bbb9d31a03f2",10314,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,7,7,31,"2020-03-02 07:52:10",1,"False",7151,524094,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10315-1acd5865-466a-495e-aebb-efda692888e9","1acd5865-466a-495e-aebb-efda692888e9",10315,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,4,7,31,"2020-03-01 22:07:43",1,"False",7152,523846,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10315-4b84202b-a321-4694-85e7-3fc3bb0e5643","4b84202b-a321-4694-85e7-3fc3bb0e5643",10315,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,4,7,31,"2020-03-01 22:07:43",1,"False",7152,523846,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10315-5c1b9457-ba2a-4c1a-a5d7-eac7f3abc778","5c1b9457-ba2a-4c1a-a5d7-eac7f3abc778",10315,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,4,7,31,"2020-03-01 22:07:43",1,"False",7152,523846,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10315-8d3d2875-3c57-4528-bad3-a20e7d17988b","8d3d2875-3c57-4528-bad3-a20e7d17988b",10315,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,4,7,31,"2020-03-01 22:07:43",1,"False",7152,523846,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10315-ab6afc1a-85dc-463c-b92a-e11e33dfe682","ab6afc1a-85dc-463c-b92a-e11e33dfe682",10315,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,4,7,31,"2020-03-01 22:07:43",1,"False",7152,523846,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10315-bb85c6dd-fe38-481c-9b81-e107f0956d48","bb85c6dd-fe38-481c-9b81-e107f0956d48",10315,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,4,7,31,"2020-03-01 22:07:43",1,"False",7152,523846,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10315-c424b74c-7da4-4dc2-8269-af0d3f9e684f","c424b74c-7da4-4dc2-8269-af0d3f9e684f",10315,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,4,7,31,"2020-03-01 22:07:43",1,"False",7152,523846,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10316-1613a488-1322-4021-ad4d-ca644172b3e0","1613a488-1322-4021-ad4d-ca644172b3e0",10316,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,1,7,31,"2020-03-01 21:37:24",1,"False",7153,523835,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10316-3ca093a9-dd5e-4ebd-98d0-3946aeab7eb7","3ca093a9-dd5e-4ebd-98d0-3946aeab7eb7",10316,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,1,7,31,"2020-03-01 21:37:24",1,"False",7153,523835,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10316-4d152bb3-ea72-4b6e-a551-41e3e0157f91","4d152bb3-ea72-4b6e-a551-41e3e0157f91",10316,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,1,7,31,"2020-03-01 21:37:24",1,"False",7153,523835,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10316-6a543183-eb14-4808-8c10-778e6391025c","6a543183-eb14-4808-8c10-778e6391025c",10316,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,1,7,31,"2020-03-01 21:37:24",1,"False",7153,523835,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10316-729b59fc-05d0-4620-bd20-a695670b3d88","729b59fc-05d0-4620-bd20-a695670b3d88",10316,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,1,7,31,"2020-03-01 21:37:24",1,"False",7153,523835,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10316-99fb37f5-bcf4-4a41-bae6-839919d4d304","99fb37f5-bcf4-4a41-bae6-839919d4d304",10316,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,1,7,31,"2020-03-01 21:37:24",1,"False",7153,523835,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10316-d6f2253b-f3bc-4007-8685-adf79f629058","d6f2253b-f3bc-4007-8685-adf79f629058",10316,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,1,7,31,"2020-03-01 21:37:24",1,"False",7153,523835,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,1,2,1,1,1,3,1,1,0,1,2,1,25,0,3,0,0,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10321-0ba58a25-30de-4a03-a5da-18134bea91e7","0ba58a25-30de-4a03-a5da-18134bea91e7",10321,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,32,"2020-03-02 01:50:15",1,"False",7158,523931,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10321-60b65584-1994-467e-8293-528a9c372435","60b65584-1994-467e-8293-528a9c372435",10321,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,32,"2020-03-02 01:50:15",1,"False",7158,523931,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10321-678358cb-387a-43fe-8eff-21b58d9ff2e1","678358cb-387a-43fe-8eff-21b58d9ff2e1",10321,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,32,"2020-03-02 01:50:15",1,"False",7158,523931,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,4,4,4,4,4,4,4,4,4,3,3,3,18,0,2,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10321-76475813-0cfd-419a-a7b9-4f2cef191880","76475813-0cfd-419a-a7b9-4f2cef191880",10321,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,32,"2020-03-02 01:50:15",1,"False",7158,523931,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10321-88f70e01-4828-4ba4-93be-2b041e03209f","88f70e01-4828-4ba4-93be-2b041e03209f",10321,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,32,"2020-03-02 01:50:15",1,"False",7158,523931,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10321-98290d0c-c4d0-4f33-965b-7ee79e0e9f6b","98290d0c-c4d0-4f33-965b-7ee79e0e9f6b",10321,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,32,"2020-03-02 01:50:15",1,"False",7158,523931,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10321-fb1f1b8d-a9b0-4dbc-80f9-7aeb96c8e5c6","fb1f1b8d-a9b0-4dbc-80f9-7aeb96c8e5c6",10321,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,32,"2020-03-02 01:50:15",1,"False",7158,523931,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10323-21757c46-861b-4325-b276-f498e6faac7c","21757c46-861b-4325-b276-f498e6faac7c",10323,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,33,"2020-03-02 01:08:24",1,"False",7160,523918,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10323-288c05f1-a9fa-4bc2-81d2-325623dcd812","288c05f1-a9fa-4bc2-81d2-325623dcd812",10323,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,33,"2020-03-02 01:08:24",1,"False",7160,523918,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10323-336eb343-eeac-468b-8727-63f5a5bcb5a2","336eb343-eeac-468b-8727-63f5a5bcb5a2",10323,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,33,"2020-03-02 01:08:24",1,"False",7160,523918,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10323-361035a0-d5a0-47db-9eb0-c1d9cf3df9b6","361035a0-d5a0-47db-9eb0-c1d9cf3df9b6",10323,2020-03-02,"6","HighToleranceHighTransformational","Normal",2,"True",1,"HighStatus_HighLegitimacy",0,13,7,33,"2020-03-02 01:08:24",1,"False",7160,523918,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
