Group.1,settingsNum,roundid,matchid,matchDate,competition,timeUncertainty,support,nRound,nConnected,chat_per_round,tools,innovation,inmot1,inmot2,tolerance,framing,round,group,pressure,toolsCPT,toolsEUT,toolsPT,toolsCPTEXP,risk,prb,structureHie,structureCel,structureNet,centralization,leaderWeight,compStrong,complexity,density,playernum,grmot1,grmot2,conformity,nPlayers,unanimity,unanimous
1455604,64,1455604,14556,18482,1,0,1,11,7,0,10,NA,NaN,NaN,0,0,4,14556,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,785.4285714,NA,NA,NA,7,0.857142857,NA
1455605,64,1455605,14556,18482,1,0,1,11,7,0,3,-1,0,0,0,2,5,14556,2,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.047619048,785.4285714,0,0,0,7,0.857142857,0
1455606,64,1455606,14556,18482,1,0,1,11,7,0,12,NA,NaN,NaN,0,1,6,14556,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,785.4285714,NA,NA,NA,7,0.857142857,NA
1455607,64,1455607,14556,18482,1,0,1,11,7,0,11,NA,NaN,NaN,0,0,7,14556,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,785.4285714,NA,NA,NA,7,0.857142857,NA
1455608,64,1455608,14556,18482,1,0,1,11,7,0,9,NA,NaN,NaN,0,1,8,14556,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,785.4285714,NA,NA,NA,7,0.857142857,NA
1455609,64,1455609,14556,18482,1,0,1,11,7,0,1,-1,0,0,0,2,9,14556,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,785.4285714,0,0,0,7,0.857142857,0
1455610,64,1455610,14556,18482,1,0,1,11,7,0,5,-1,0.142857143,0,0,1,10,14556,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,785.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1455611,64,1455611,14556,18482,1,0,1,11,7,0,7,-1,0.142857143,0,0,2,11,14556,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,785.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1455701,64,1455701,14557,18483,1,0,1,13,7,0,1,-1,0.714285714,0,0,0,1,14557,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,595.2857143,0.714285714,0,0,7,0.857142857,0
1455702,64,1455702,14557,18483,1,0,1,13,7,0,4,0,0.285714286,0.142857143,0,1,2,14557,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.238095238,595.2857143,0.285714286,0.142857143,0.285714286,7,0.857142857,0
1455703,64,1455703,14557,18483,1,0,1,13,7,0,1,0,0.285714286,0.857142857,0,2,3,14557,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,595.2857143,0.285714286,0.857142857,0,7,0.857142857,0
1455704,64,1455704,14557,18483,1,0,1,13,7,0,12,NA,NaN,NaN,0,0,4,14557,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,595.2857143,NA,NA,NA,7,0.857142857,NA
1455705,64,1455705,14557,18483,1,0,1,13,7,0,3,0,0.571428571,0.142857143,0,2,5,14557,2,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.047619048,595.2857143,0.571428571,0.142857143,0,7,0.857142857,0
1455706,64,1455706,14557,18483,1,0,1,13,7,0,9,NA,NaN,NaN,0,1,6,14557,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,595.2857143,NA,NA,NA,7,0.857142857,NA
1455707,64,1455707,14557,18483,1,0,1,13,7,0,1,0,0.571428571,0.714285714,0,0,7,14557,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,595.2857143,0.571428571,0.714285714,0.142857143,7,0.857142857,0
1455708,64,1455708,14557,18483,1,0,1,13,7,0,11,NA,NaN,NaN,0,1,8,14557,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,595.2857143,NA,NA,NA,7,0.857142857,NA
1455709,64,1455709,14557,18483,1,0,1,13,7,0,2,-1,0.142857143,0,0,2,9,14557,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,595.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1455710,64,1455710,14557,18483,1,0,1,13,7,0,5,0,0,0.142857143,0,1,10,14557,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,595.2857143,0,0.142857143,0,7,0.857142857,0
1455711,64,1455711,14557,18483,1,0,1,13,7,0,7,0,0.428571429,0.142857143,0,2,11,14557,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,595.2857143,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1455712,64,1455712,14557,18483,1,0,1,13,7,0,6,-1,0,0,0,1,12,14557,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.571428571,595.2857143,0,0,0,7,0.857142857,0
1455713,64,1455713,14557,18483,1,0,1,13,7,1,8,-1,0.142857143,0,0,1,13,14557,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.571428571,595.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1455801,64,1455801,14558,18483,1,0,1,13,7,4,2,-1,0.428571429,0.285714286,0,0,1,14558,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,677.1428571,0.428571429,0.285714286,0.142857143,7,0.857142857,0
1455802,64,1455802,14558,18483,1,0,1,13,7,4,10,NA,NaN,NaN,0,1,2,14558,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,677.1428571,NA,NA,NA,7,0.857142857,NA
1455803,64,1455803,14558,18483,1,0,1,13,7,1,4,0,0.428571429,0.428571429,0,2,3,14558,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.238095238,677.1428571,0.428571429,0.428571429,0.285714286,7,0.857142857,0
1455804,64,1455804,14558,18483,1,0,1,13,7,3,11,NA,NaN,NaN,0,0,4,14558,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,677.1428571,NA,NA,NA,7,0.857142857,NA
1455805,64,1455805,14558,18483,1,0,1,13,7,3,12,NA,NaN,NaN,0,2,5,14558,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,677.1428571,NA,NA,NA,7,0.857142857,NA
1455806,64,1455806,14558,18483,1,0,1,13,7,2,1,0,0.285714286,0.428571429,0,1,6,14558,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.047619048,677.1428571,0.285714286,0.428571429,0,7,0.857142857,0
1455807,64,1455807,14558,18483,1,0,1,13,7,2,1,0,0.428571429,0.428571429,0,0,7,14558,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,677.1428571,0.428571429,0.428571429,0,7,0.857142857,0
1455808,64,1455808,14558,18483,1,0,1,13,7,2,1,0,0.285714286,0.428571429,0,1,8,14558,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,677.1428571,0.285714286,0.428571429,0,7,0.857142857,0
1455809,64,1455809,14558,18483,1,0,1,13,7,3,9,NA,NaN,NaN,0,2,9,14558,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,677.1428571,NA,NA,NA,7,0.857142857,NA
1455810,64,1455810,14558,18483,1,0,1,13,7,0,5,0,0.142857143,0.285714286,0,1,10,14558,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,677.1428571,0.142857143,0.285714286,0,7,0.857142857,0
1455811,64,1455811,14558,18483,1,0,1,13,7,0,7,-1,0.285714286,0.285714286,0,2,11,14558,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,677.1428571,0.285714286,0.285714286,0.142857143,7,0.857142857,0
1455812,64,1455812,14558,18483,1,0,1,13,7,0,6,0,0.428571429,0.285714286,0,1,12,14558,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.571428571,677.1428571,0.428571429,0.285714286,0.142857143,7,0.857142857,0
1455813,64,1455813,14558,18483,1,0,1,13,7,0,8,-1,0.285714286,0.285714286,0,1,13,14558,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.571428571,677.1428571,0.285714286,0.285714286,0,7,0.857142857,0
1455901,64,1455901,14559,18483,1,0,1,13,7,0,1,-1,0.428571429,0.428571429,0,0,1,14559,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,483.8571429,0.428571429,0.428571429,0,7,0.857142857,0
1455902,64,1455902,14559,18483,1,0,1,13,7,0,12,NA,NaN,NaN,0,1,2,14559,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,483.8571429,NA,NA,NA,7,0.857142857,NA
1455903,64,1455903,14559,18483,1,0,1,13,7,0,1,0,0,0.428571429,0,2,3,14559,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,483.8571429,0,0.428571429,0,7,0.857142857,0
1455904,64,1455904,14559,18483,1,0,1,13,7,0,1,-1,0,0,0,0,4,14559,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.047619048,483.8571429,0,0,0,7,0.857142857,0
1455905,64,1455905,14559,18483,1,0,1,13,7,0,9,NA,NaN,NaN,0,2,5,14559,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,483.8571429,NA,NA,NA,7,0.857142857,NA
1455906,64,1455906,14559,18483,1,0,1,13,7,0,10,NA,NaN,NaN,0,1,6,14559,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.047619048,483.8571429,NA,NA,NA,7,0.857142857,NA
1455907,64,1455907,14559,18483,1,0,1,13,7,0,2,-1,0.142857143,0,0,0,7,14559,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,483.8571429,0.142857143,0,0.142857143,7,0.857142857,0
1455908,64,1455908,14559,18483,1,0,1,13,7,0,11,NA,NaN,NaN,0,1,8,14559,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,483.8571429,NA,NA,NA,7,0.857142857,NA
1455909,64,1455909,14559,18483,1,0,1,13,7,0,4,0,0.857142857,0.428571429,0,2,9,14559,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.380952381,483.8571429,0.857142857,0.428571429,0,7,0.857142857,1
1455910,64,1455910,14559,18483,1,0,1,13,7,0,5,-1,0,0,0,1,10,14559,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,483.8571429,0,0,0,7,0.857142857,0
1455911,64,1455911,14559,18483,1,0,1,13,7,0,7,0,0.571428571,0.142857143,0,2,11,14559,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,483.8571429,0.571428571,0.142857143,0,7,0.857142857,0
1455912,64,1455912,14559,18483,1,0,1,13,7,0,6,-1,0.285714286,0,0,1,12,14559,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.571428571,483.8571429,0.285714286,0,0.285714286,7,0.857142857,0
1455913,64,1455913,14559,18483,1,0,1,13,7,0,8,0,0.714285714,0.714285714,0,1,13,14559,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.571428571,483.8571429,0.714285714,0.714285714,0,7,0.857142857,0
1456301,65,1456301,14563,18483,1,0,1,13,7,0,3,-1,0.428571429,0.428571429,0,0,1,14563,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.238095238,658.2857143,0.428571429,0.428571429,0,7,0.857142857,0
1456302,65,1456302,14563,18483,1,0,1,13,7,1,9,NA,NaN,NaN,0,2,2,14563,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,658.2857143,NA,NA,NA,7,0.857142857,NA
1456303,65,1456303,14563,18483,1,0,1,13,7,1,1,0,0.571428571,0.571428571,0,1,3,14563,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,658.2857143,0.571428571,0.571428571,0.142857143,7,0.857142857,0
1456304,65,1456304,14563,18483,1,0,1,13,7,1,11,NA,NaN,NaN,0,0,4,14563,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,658.2857143,NA,NA,NA,7,0.857142857,NA
1456305,65,1456305,14563,18483,1,0,1,13,7,0,4,-1,0.428571429,0.142857143,0,1,5,14563,2,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.095238095,658.2857143,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1456306,65,1456306,14563,18483,1,0,1,13,7,0,2,-1,0,0.142857143,0,2,6,14563,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.095238095,658.2857143,0,0.142857143,0,7,0.857142857,0
1456307,65,1456307,14563,18483,1,0,1,13,7,0,12,NA,NaN,NaN,0,0,7,14563,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,658.2857143,NA,NA,NA,7,0.857142857,NA
1456308,65,1456308,14563,18483,1,0,1,13,7,0,10,NA,NaN,NaN,0,2,8,14563,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,658.2857143,NA,NA,NA,7,0.857142857,NA
1456309,65,1456309,14563,18483,1,0,1,13,7,0,1,-1,0.285714286,0.142857143,0,1,9,14563,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,658.2857143,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1456310,65,1456310,14563,18483,1,0,1,13,7,0,5,-1,0,0,0,1,10,14563,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.095238095,658.2857143,0,0,0,7,0.857142857,0
1456311,65,1456311,14563,18483,1,0,1,13,7,0,7,-1,0,0.142857143,0,2,11,14563,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.095238095,658.2857143,0,0.142857143,0,7,0.857142857,0
1456312,65,1456312,14563,18483,1,0,1,13,7,0,6,0,0.571428571,0.428571429,0,2,12,14563,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.285714286,658.2857143,0.571428571,0.428571429,0,7,0.857142857,0
1456313,65,1456313,14563,18483,1,0,1,13,7,0,8,-1,0,0,0,1,13,14563,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.285714286,658.2857143,0,0,0,7,0.857142857,0
1456401,66,1456401,14564,18483,1,0,1,13,7,1,1,-1,0,0,0,0,1,14564,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,196.8571429,0,0,0,7,0.857142857,0
1456402,66,1456402,14564,18483,1,0,1,13,7,2,12,NA,NaN,NaN,0,1,2,14564,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,196.8571429,NA,NA,NA,7,0.857142857,NA
1456403,66,1456403,14564,18483,1,0,1,13,7,0,10,NA,NaN,NaN,0,2,3,14564,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,196.8571429,NA,NA,NA,7,0.857142857,NA
1456404,66,1456404,14564,18483,1,0,1,13,7,1,2,-1,0,0,0,0,4,14564,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,196.8571429,0,0,0,7,0.857142857,0
1456405,66,1456405,14564,18483,1,0,1,13,7,0,11,NA,NaN,NaN,0,2,5,14564,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,196.8571429,NA,NA,NA,7,0.857142857,NA
1456406,66,1456406,14564,18483,1,0,1,13,7,0,1,-1,0,0,0,1,6,14564,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,196.8571429,0,0,0,7,0.857142857,0
1456407,66,1456407,14564,18483,1,0,1,13,7,0,3,-1,0,0,0,0,7,14564,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,0.666666667,196.8571429,0,0,0,7,0.857142857,0
1456408,66,1456408,14564,18483,1,0,1,13,7,0,9,NA,NaN,NaN,0,1,8,14564,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,196.8571429,NA,NA,NA,7,0.857142857,NA
1456409,66,1456409,14564,18483,1,0,1,13,7,0,1,-1,0,0,0,2,9,14564,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,196.8571429,0,0,0,7,0.857142857,0
1456410,66,1456410,14564,18483,1,0,1,13,7,0,5,0,0.142857143,0,0,1,10,14564,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,196.8571429,0.142857143,0,0.142857143,7,0.857142857,0
1456411,66,1456411,14564,18483,1,0,1,13,7,0,7,0,0.285714286,0.142857143,0,2,11,14564,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,196.8571429,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1456412,66,1456412,14564,18483,1,0,1,13,7,0,6,-1,0,0,0,1,12,14564,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,0.4,196.8571429,0,0,0,7,0.857142857,0
1456413,66,1456413,14564,18483,1,0,1,13,7,0,8,-1,0.142857143,0.142857143,0,1,13,14564,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,0.4,196.8571429,0.142857143,0.142857143,0.142857143,7,0.857142857,0
1456601,66,1456601,14566,18483,1,0,1,5,7,7,9,NA,NaN,NaN,0,0,1,14566,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,733.1428571,NA,NA,NA,7,0.857142857,NA
1456602,66,1456602,14566,18483,1,0,1,5,7,4,4,-1,0.428571429,0.285714286,0,1,2,14566,1,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,0.2,733.1428571,0.428571429,0.285714286,0.285714286,7,0.857142857,0
1456603,66,1456603,14566,18483,1,0,1,5,7,5,10,NA,NaN,NaN,0,2,3,14566,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,733.1428571,NA,NA,NA,7,0.857142857,NA
1456604,66,1456604,14566,18483,1,0,1,5,7,6,11,NA,NaN,NaN,0,0,4,14566,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,733.1428571,NA,NA,NA,7,0.857142857,NA
1456605,66,1456605,14566,18483,1,0,1,5,7,0,1,-1,0.571428571,0,0,2,5,14566,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,733.1428571,0.571428571,0,0,7,0.857142857,0
1456801,67,1456801,14568,18483,1,0,0,13,7,1,1,0,0.285714286,0.285714286,1,0,1,14568,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.095238095,852.4285714,0.285714286,0.285714286,0.142857143,7,0.857142857,0
1456802,67,1456802,14568,18483,1,0,0,13,7,0,1,0,0.142857143,0.285714286,1,2,2,14568,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.095238095,852.4285714,0.142857143,0.285714286,0,7,0.857142857,0
1456803,67,1456803,14568,18483,1,0,0,13,7,0,4,-1,0.142857143,0,1,1,3,14568,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.095238095,852.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1456804,67,1456804,14568,18483,1,0,0,13,7,0,3,0,0.142857143,0.142857143,1,0,4,14568,2,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.142857143,852.4285714,0.142857143,0.142857143,0,7,0.857142857,0
1456805,67,1456805,14568,18483,1,0,0,13,7,1,12,NA,NaN,NaN,1,1,5,14568,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.142857143,852.4285714,NA,NA,NA,7,0.857142857,NA
1456806,67,1456806,14568,18483,1,0,0,13,7,0,1,-1,0,0,1,2,6,14568,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.142857143,852.4285714,0,0,0,7,0.857142857,0
1456807,67,1456807,14568,18483,1,0,0,13,7,1,10,NA,NaN,NaN,1,0,7,14568,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,852.4285714,NA,NA,NA,7,0.857142857,NA
1456808,67,1456808,14568,18483,1,0,0,13,7,0,11,NA,NaN,NaN,1,2,8,14568,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,852.4285714,NA,NA,NA,7,0.857142857,NA
1456809,67,1456809,14568,18483,1,0,0,13,7,0,9,NA,NaN,NaN,1,1,9,14568,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,852.4285714,NA,NA,NA,7,0.857142857,NA
1456810,67,1456810,14568,18483,1,0,0,13,7,0,5,0,0.142857143,0.142857143,1,1,10,14568,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.380952381,852.4285714,0.142857143,0.142857143,0,7,0.857142857,0
1456811,67,1456811,14568,18483,1,0,0,13,7,0,7,-1,0.142857143,0,1,2,11,14568,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.380952381,852.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1456812,67,1456812,14568,18483,1,0,0,13,7,0,6,-1,0.428571429,0,1,2,12,14568,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.571428571,852.4285714,0.428571429,0,0.428571429,7,0.857142857,0
1456813,67,1456813,14568,18483,1,0,0,13,7,0,8,-1,0.428571429,0.428571429,1,1,13,14568,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.571428571,852.4285714,0.428571429,0.428571429,0,7,0.857142857,0
1457001,67,1457001,14570,18483,1,0,0,13,7,7,10,NA,NaN,NaN,1,0,1,14570,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.095238095,538.7142857,NA,NA,NA,7,0.857142857,NA
1457002,67,1457002,14570,18483,1,0,0,13,7,5,9,NA,NaN,NaN,1,2,2,14570,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.095238095,538.7142857,NA,NA,NA,7,0.857142857,NA
1457003,67,1457003,14570,18483,1,0,0,13,7,6,1,-1,0.142857143,0.142857143,1,1,3,14570,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.095238095,538.7142857,0.142857143,0.142857143,0,7,0.857142857,0
1457004,67,1457004,14570,18483,1,0,0,13,7,5,1,-1,0.142857143,0,1,0,4,14570,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.142857143,538.7142857,0.142857143,0,0.142857143,7,0.857142857,0
1457005,67,1457005,14570,18483,1,0,0,13,7,2,4,0,0.571428571,0.428571429,1,1,5,14570,2,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.142857143,538.7142857,0.571428571,0.428571429,0,7,0.857142857,0
1457006,67,1457006,14570,18483,1,0,0,13,7,6,3,-1,0.285714286,0.285714286,1,2,6,14570,2,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.142857143,538.7142857,0.285714286,0.285714286,0,7,0.857142857,0
1457007,67,1457007,14570,18483,1,0,0,13,7,5,1,-1,0.142857143,0.142857143,1,0,7,14570,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,538.7142857,0.142857143,0.142857143,0,7,0.857142857,0
1457008,67,1457008,14570,18483,1,0,0,13,7,4,11,NA,NaN,NaN,1,2,8,14570,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,538.7142857,NA,NA,NA,7,0.857142857,NA
1457009,67,1457009,14570,18483,1,0,0,13,7,7,12,NA,NaN,NaN,1,1,9,14570,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,538.7142857,NA,NA,NA,7,0.857142857,NA
1457010,67,1457010,14570,18483,1,0,0,13,7,0,5,-1,0.285714286,0.142857143,1,1,10,14570,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.380952381,538.7142857,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1457011,67,1457011,14570,18483,1,0,0,13,7,2,7,0,0.428571429,0.285714286,1,2,11,14570,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.380952381,538.7142857,0.428571429,0.285714286,0.142857143,7,0.857142857,0
1457012,67,1457012,14570,18483,1,0,0,13,7,0,6,-1,0.285714286,0.142857143,1,2,12,14570,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.571428571,538.7142857,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1457013,67,1457013,14570,18483,1,0,0,13,7,8,8,0,0.285714286,0.428571429,1,1,13,14570,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.571428571,538.7142857,0.285714286,0.428571429,0,7,0.857142857,0
1457101,67,1457101,14571,18483,1,0,0,11,7,4,1,-1,0.142857143,0.285714286,1,0,1,14571,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.095238095,886,0.142857143,0.285714286,0.142857143,7,0.857142857,0
1457102,67,1457102,14571,18483,1,0,0,11,7,2,12,NA,NaN,NaN,1,2,2,14571,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.095238095,886,NA,NA,NA,7,0.857142857,NA
1457103,67,1457103,14571,18483,1,0,0,11,7,4,3,-1,0.285714286,0.285714286,1,1,3,14571,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.095238095,886,0.285714286,0.285714286,0,7,0.857142857,0
1457104,67,1457104,14571,18483,1,0,0,11,7,2,1,-1,0.285714286,0,1,0,4,14571,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.142857143,886,0.285714286,0,0.285714286,7,0.857142857,0
1457105,67,1457105,14571,18483,1,0,0,11,7,3,9,NA,NaN,NaN,1,1,5,14571,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.142857143,886,NA,NA,NA,7,0.857142857,NA
1457106,67,1457106,14571,18483,1,0,0,11,7,3,1,-1,0,0,1,2,6,14571,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.142857143,886,0,0,0,7,0.857142857,0
1457107,67,1457107,14571,18483,1,0,0,11,7,2,11,NA,NaN,NaN,1,0,7,14571,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,886,NA,NA,NA,7,0.857142857,NA
1457108,67,1457108,14571,18483,1,0,0,11,7,2,10,NA,NaN,NaN,1,2,8,14571,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,886,NA,NA,NA,7,0.857142857,NA
1457109,67,1457109,14571,18483,1,0,0,11,7,4,2,-1,0.285714286,0.285714286,1,1,9,14571,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,886,0.285714286,0.285714286,0,7,0.857142857,0
1457110,67,1457110,14571,18483,1,0,0,11,7,0,5,-1,0,0,1,1,10,14571,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.380952381,886,0,0,0,7,0.857142857,0
1457111,67,1457111,14571,18483,1,0,0,11,7,0,7,-1,0.714285714,0,1,2,11,14571,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.380952381,886,0.714285714,0,0,7,0.857142857,0
1457401,68,1457401,14574,18483,1,0,0,13,7,4,1,-1,0.142857143,0,1,0,1,14574,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.047619048,821.1428571,0.142857143,0,0.142857143,7,0.857142857,0
