matchid_playerid,playerid,matchid,settingsNum,matchDate,competitionLabel,competition,timeUncertaintyLabel,timeUncertainty,supportLabel,support,nRound,nConnected,date.time,competitive.level,replay,organizationalStructure,toleranceLabel,tolerance,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,ToA_Calculated,Q1_2,Q2_2,Q3_2,Q4_2,Q5_2,Q6_2,Q7_2,Q8_2,Q9_2,Q10_2
14089-2091d379-3c10-4e3e-9a5d-13649d86a46f,2091d379-3c10-4e3e-9a5d-13649d86a46f,14089,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:04,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14089-40f87875-3a60-4dba-9059-9f517b6ba4e9,40f87875-3a60-4dba-9059-9f517b6ba4e9,14089,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:04,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14089-5f880a68-12ba-4734-9cc1-3b14723cd3ee,5f880a68-12ba-4734-9cc1-3b14723cd3ee,14089,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:04,1,FALSE,Cellular,Ambiguity High,1,3,3,3,3,4,4,4,3,3,3,3,3,18,0,2,0,1,0,35,NA,3,3,4,3,3,3,3,4,3
14089-72a99d9b-bb2f-4bc9-95bd-090863828514,72a99d9b-bb2f-4bc9-95bd-090863828514,14089,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:04,1,FALSE,Cellular,Ambiguity High,1,1,2,1,2,1,2,3,2,1,1,2,1,24,1,5,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14089-7cec5559-f3db-43a1-91b8-75adf8362aae,7cec5559-f3db-43a1-91b8-75adf8362aae,14089,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:04,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14089-86c0d99f-4b7d-407b-85eb-a5ea393a8751,86c0d99f-4b7d-407b-85eb-a5ea393a8751,14089,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:04,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,3,3,2,2,2,3,2,3,25,3,4,1,NA,NA,0,NA,4,4,4,4,4,4,4,4,4
14091-04462f4a-3277-4c95-a066-1b43dedf5fd7,04462f4a-3277-4c95-a066-1b43dedf5fd7,14091,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:20,1,FALSE,Cellular,Ambiguity High,1,0,2,4,1,3,0,2,1,4,1,3,1,28,0,4,0,1,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091-4da15f81-d6ab-4898-af0b-aea4d10e34e5,4da15f81-d6ab-4898-af0b-aea4d10e34e5,14091,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:20,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,3,0,0,1,36,NA,2,2,2,2,2,2,2,2,2
14091-562995a6-c5f7-42c6-a4b8-8fdd425199d0,562995a6-c5f7-42c6-a4b8-8fdd425199d0,14091,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:20,1,FALSE,Cellular,Ambiguity High,1,3,3,4,3,4,3,3,3,3,4,3,3,22,0,3,1,1,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091-63300762-0e7a-40b0-bed2-f292eebe4bd6,63300762-0e7a-40b0-bed2-f292eebe4bd6,14091,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:20,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,20,1,3,0,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091-8963bcf3-d7d9-4f72-85c9-43fac61a2af3,8963bcf3-d7d9-4f72-85c9-43fac61a2af3,14091,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:20,1,FALSE,Cellular,Ambiguity High,1,2,4,4,4,2,0,0,4,2,4,2,0,30,0,4,1,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091-bcb39a28-ac62-4730-8694-89ecf44276c5,bcb39a28-ac62-4730-8694-89ecf44276c5,14091,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:20,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091-fe1f63cf-c309-469d-bb85-64d5912219c7,fe1f63cf-c309-469d-bb85-64d5912219c7,14091,20,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 21:20,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,20,1,4,0,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14093-0a85ead2-cc47-4655-b218-1b60f6f002ab,0a85ead2-cc47-4655-b218-1b60f6f002ab,14093,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 22:09,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14093-151943dc-2607-4aac-9a53-fd5413b32644,151943dc-2607-4aac-9a53-fd5413b32644,14093,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 22:09,1,FALSE,Network,Ambiguity High,1,3,2,1,3,2,1,2,3,2,1,3,2,27,2,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14093-30c58dc7-0f95-4cb3-8aa9-06db8673dfaf,30c58dc7-0f95-4cb3-8aa9-06db8673dfaf,14093,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 22:09,1,FALSE,Network,Ambiguity High,1,4,4,4,4,4,3,3,3,3,3,3,3,43,0,5,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14093-4e22c082-8403-4de5-a95c-cb54129d13ea,4e22c082-8403-4de5-a95c-cb54129d13ea,14093,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 22:09,1,FALSE,Network,Ambiguity High,1,4,4,4,4,4,4,4,4,4,4,4,4,20,3,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14093-642646e8-257a-4bc7-afed-ec00afadefce,642646e8-257a-4bc7-afed-ec00afadefce,14093,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 22:09,1,FALSE,Network,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,16,0,2,0,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14093-c90911ff-fd96-490d-8061-804e8e289496,c90911ff-fd96-490d-8061-804e8e289496,14093,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 22:09,1,FALSE,Network,Ambiguity High,1,2,2,3,1,3,4,3,2,4,3,3,3,28,0,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14093-fe1f63cf-c309-469d-bb85-64d5912219c7,fe1f63cf-c309-469d-bb85-64d5912219c7,14093,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 22:09,1,FALSE,Network,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,20,1,4,0,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14095-02214897-468a-47ef-a2fb-2cef40b3df70,02214897-468a-47ef-a2fb-2cef40b3df70,14095,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 07:58,1,FALSE,Network,Ambiguity High,1,4,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14095-11f58275-9ad5-405c-9af7-03aa5d913216,11f58275-9ad5-405c-9af7-03aa5d913216,14095,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 07:58,1,FALSE,Network,Ambiguity High,1,4,4,3,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14095-40eb3dfd-3442-4e57-bb5a-53a08d2255d7,40eb3dfd-3442-4e57-bb5a-53a08d2255d7,14095,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 07:58,1,FALSE,Network,Ambiguity High,1,2,3,3,2,1,2,0,3,3,2,2,4,11,0,1,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14095-4b1f1d57-9a03-44b1-a423-28d7f02648db,4b1f1d57-9a03-44b1-a423-28d7f02648db,14095,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 07:58,1,FALSE,Network,Ambiguity High,1,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,2,0,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14095-61d830c0-6208-4f7f-9f87-1f0c5e6de129,61d830c0-6208-4f7f-9f87-1f0c5e6de129,14095,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 07:58,1,FALSE,Network,Ambiguity High,1,3,3,4,NA,NA,4,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14095-741893d2-93cd-4ea8-98e0-07e3deac7436,741893d2-93cd-4ea8-98e0-07e3deac7436,14095,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 07:58,1,FALSE,Network,Ambiguity High,1,1,2,3,1,2,2,1,3,1,0,3,2,26,0,3,1,0,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14095-faf501e3-3870-4b70-b95b-612b8ee22504,faf501e3-3870-4b70-b95b-612b8ee22504,14095,21,08/08/2020,Weak,1,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 07:58,1,FALSE,Network,Ambiguity High,1,2,2,2,2,2,2,3,3,3,3,3,3,NA,1,5,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101-02340504-b3f5-46f4-ba02-71aa63f63d1f,02340504-b3f5-46f4-ba02-71aa63f63d1f,14101,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:57,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101-0a85ead2-cc47-4655-b218-1b60f6f002ab,0a85ead2-cc47-4655-b218-1b60f6f002ab,14101,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:57,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101-3ce6cb52-9846-4e3a-baa0-a78397948783,3ce6cb52-9846-4e3a-baa0-a78397948783,14101,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:57,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101-6e268609-3dcc-4015-b3e3-9035b32f79c9,6e268609-3dcc-4015-b3e3-9035b32f79c9,14101,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:57,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,3,3,3,4,3,3,3,3,3,4,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101-b17d71da-a7bc-4b2c-b645-847982c396df,b17d71da-a7bc-4b2c-b645-847982c396df,14101,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:57,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101-d0ce45c4-052b-464a-a32a-1a8db98774a2,d0ce45c4-052b-464a-a32a-1a8db98774a2,14101,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:57,1,FALSE,Hierarchical,Ambiguity Low,0,4,3,4,4,4,4,4,4,4,4,4,3,23,0,3,1,NA,NA,32,NA,4,4,4,4,4,4,4,4,4
14101-e83f67dc-1241-4bbb-899e-e683305443ad,e83f67dc-1241-4bbb-899e-e683305443ad,14101,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:57,1,FALSE,Hierarchical,Ambiguity Low,0,4,3,3,4,3,3,3,4,3,4,3,4,NA,0,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103-02340504-b3f5-46f4-ba02-71aa63f63d1f,02340504-b3f5-46f4-ba02-71aa63f63d1f,14103,25,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 10:23,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103-6e268609-3dcc-4015-b3e3-9035b32f79c9,6e268609-3dcc-4015-b3e3-9035b32f79c9,14103,25,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 10:23,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,3,3,3,4,3,3,3,3,3,4,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103-76f4a65c-a986-44bf-96e8-ffdbdf884ce7,76f4a65c-a986-44bf-96e8-ffdbdf884ce7,14103,25,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 10:23,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,3,3,3,2,2,3,3,2,2,3,NA,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103-8fa08ef3-2d22-4d7f-a56e-7c6aa04992b8,8fa08ef3-2d22-4d7f-a56e-7c6aa04992b8,14103,25,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 10:23,1,FALSE,Hierarchical,Ambiguity Low,0,4,3,2,2,2,2,3,2,3,2,3,2,23,3,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103-acd3965b-8651-44bc-ba77-e3230fc3bd2b,acd3965b-8651-44bc-ba77-e3230fc3bd2b,14103,25,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 10:23,1,FALSE,Hierarchical,Ambiguity Low,0,0,2,0,2,1,4,1,2,1,3,0,3,26,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103-b29f530a-b980-4fc4-b9bc-92fb503000ab,b29f530a-b980-4fc4-b9bc-92fb503000ab,14103,25,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 10:23,1,FALSE,Hierarchical,Ambiguity Low,0,2,1,3,2,1,3,1,1,3,2,3,4,20,1,4,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103-e83f67dc-1241-4bbb-899e-e683305443ad,e83f67dc-1241-4bbb-899e-e683305443ad,14103,25,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 10:23,1,FALSE,Hierarchical,Ambiguity Low,0,4,3,3,4,3,3,3,4,3,4,3,4,NA,0,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104-30c58dc7-0f95-4cb3-8aa9-06db8673dfaf,30c58dc7-0f95-4cb3-8aa9-06db8673dfaf,14104,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:44,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,4,4,4,3,3,3,3,3,3,3,43,0,5,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104-4e22c082-8403-4de5-a95c-cb54129d13ea,4e22c082-8403-4de5-a95c-cb54129d13ea,14104,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:44,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,4,4,4,4,4,4,4,4,4,4,20,3,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104-60ddc8aa-5d4e-4045-a908-4be17c00baf9,60ddc8aa-5d4e-4045-a908-4be17c00baf9,14104,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:44,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104-79b78799-d110-49cb-bafa-4e4ab162f219,79b78799-d110-49cb-bafa-4e4ab162f219,14104,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:44,1,FALSE,Hierarchical,Ambiguity Low,0,3,2,2,3,2,3,2,3,3,2,3,2,19,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104-8fa08ef3-2d22-4d7f-a56e-7c6aa04992b8,8fa08ef3-2d22-4d7f-a56e-7c6aa04992b8,14104,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:44,1,FALSE,Hierarchical,Ambiguity Low,0,4,3,2,2,2,2,3,2,3,2,3,2,23,3,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104-9de655a8-3525-4b0a-8b39-dc8adb38f750,9de655a8-3525-4b0a-8b39-dc8adb38f750,14104,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:44,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104-b17d71da-a7bc-4b2c-b645-847982c396df,b17d71da-a7bc-4b2c-b645-847982c396df,14104,25,08/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,08/08/2020 06:44,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14106-152a7377-3395-4e5d-9b9e-ddd6ed6a05b0,152a7377-3395-4e5d-9b9e-ddd6ed6a05b0,14106,26,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 13:18,1,FALSE,Cellular,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14106-2a2b3942-d0ef-475d-807d-0f648d025ce5,2a2b3942-d0ef-475d-807d-0f648d025ce5,14106,26,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 13:18,1,FALSE,Cellular,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14106-6cdba66d-2409-4672-9b57-ed2e43635a9b,6cdba66d-2409-4672-9b57-ed2e43635a9b,14106,26,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 13:18,1,FALSE,Cellular,Ambiguity Low,0,2,3,0,3,4,2,0,3,3,2,2,3,19,0,3,0,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14106-8c180671-1caf-4590-b56f-47f0a7a10e15,8c180671-1caf-4590-b56f-47f0a7a10e15,14106,26,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 13:18,1,FALSE,Cellular,Ambiguity Low,0,4,3,4,3,4,3,4,4,3,4,4,4,42,0,5,1,1,1,32,NA,4,3,4,4,4,3,4,4,4
14106-bf4a149d-f11b-417c-99b1-9185c8829b94,bf4a149d-f11b-417c-99b1-9185c8829b94,14106,26,07/08/2020,Normal,2,TRUE,1,HighStatus_HighLegitimacy,0,13,7,07/08/2020 13:18,1,FALSE,Cellular,Ambiguity Low,0,3,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
