matchid_playerid,playerid,matchid,settingsNum,matchDate,competitionLabel,competition,timeUncertaintyLabel,timeUncertainty,supportLabel,support,nRound,nConnected,date.time,competitive.level,replay,organizationalStructure,toleranceLabel,tolerance,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,ToA_Calculated,Q1_2,Q2_2,Q3_2,Q4_2,Q5_2,Q6_2,Q7_2,Q8_2,Q9_2,Q10_2
15103-db9e52ee-d887-450d-8d92-2404ac9c3863,db9e52ee-d887-450d-8d92-2404ac9c3863,15103,55,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 02:13,1,FALSE,Hierarchical,Ambiguity High,1,4,4,3,3,3,2,2,3,3,2,1,4,36,1,5,0,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103-df8b404f-1f2a-4f1c-800a-db0c26f7de98,df8b404f-1f2a-4f1c-800a-db0c26f7de98,15103,55,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 02:13,1,FALSE,Hierarchical,Ambiguity High,1,1,2,3,3,1,0,3,2,1,4,2,3,21,1,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103-f555c526-9143-4bf7-822a-d061018261ec,f555c526-9143-4bf7-822a-d061018261ec,15103,55,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 02:13,1,FALSE,Hierarchical,Ambiguity High,1,4,3,2,3,3,2,3,4,4,2,2,2,18,0,4,0,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15114-0cacfabb-85ea-486a-aadc-5a7cdd764722,0cacfabb-85ea-486a-aadc-5a7cdd764722,15114,56,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 12:41,1,FALSE,Cellular,Ambiguity High,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15114-1088e4ca-7b15-468c-b682-a4cd31e07c64,1088e4ca-7b15-468c-b682-a4cd31e07c64,15114,56,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 12:41,1,FALSE,Cellular,Ambiguity High,1,3,4,4,4,3,4,4,4,4,3,4,4,29,0,4,1,1,1,35,NA,3,4,4,3,3,4,4,3,4
15114-1e2f9533-fe56-4642-bbf6-f65aac7ef7ec,1e2f9533-fe56-4642-bbf6-f65aac7ef7ec,15114,56,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 12:41,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,28,1,1,1,1,1,36,NA,2,2,2,2,2,2,2,2,2
15114-6a32dfaa-53ff-4e46-94fc-59538cf1629c,6a32dfaa-53ff-4e46-94fc-59538cf1629c,15114,56,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 12:41,1,FALSE,Cellular,Ambiguity High,1,1,3,4,2,0,4,4,4,3,4,1,0,43,0,4,1,0,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15114-713c89f2-c520-44f4-b45b-1c4a63e8d08d,713c89f2-c520-44f4-b45b-1c4a63e8d08d,15114,56,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 12:41,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,25,1,1,1,1,1,36,NA,2,2,2,2,2,2,2,2,2
15114-dfc731f6-fc0c-49a5-b464-44edc3fb9c80,dfc731f6-fc0c-49a5-b464-44edc3fb9c80,15114,56,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 12:41,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,28,1,3,1,1,1,36,NA,2,2,2,2,2,2,2,2,2
15114-e47f5707-f04b-48d8-9e10-fdcbad31d950,e47f5707-f04b-48d8-9e10-fdcbad31d950,15114,56,10/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 12:41,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,23,1,1,1,1,1,36,NA,2,2,2,2,2,2,2,2,2
15125-4a90a07a-4ea0-42f5-84f2-c389ace9df96,4a90a07a-4ea0-42f5-84f2-c389ace9df96,15125,57,09/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,09/08/2020 11:55,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125-6c168cc9-3cad-46a5-89e6-8de511490eb7,6c168cc9-3cad-46a5-89e6-8de511490eb7,15125,57,09/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,09/08/2020 11:55,1,FALSE,Network,Ambiguity High,1,4,3,2,1,2,3,4,3,2,1,3,2,29,0,4,0,0,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125-a63ba6de-dee8-4721-b899-125be371c921,a63ba6de-dee8-4721-b899-125be371c921,15125,57,09/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,09/08/2020 11:55,1,FALSE,Network,Ambiguity High,1,2,3,1,2,1,1,4,3,2,3,1,4,31,1,5,1,1,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125-c1b8f2d8-caba-477d-839f-45541b8df641,c1b8f2d8-caba-477d-839f-45541b8df641,15125,57,09/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,09/08/2020 11:55,1,FALSE,Network,Ambiguity High,1,4,3,4,3,4,3,3,4,3,3,3,3,29,3,4,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125-c9d44c95-548b-493a-b857-fbb64235421a,c9d44c95-548b-493a-b857-fbb64235421a,15125,57,09/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,09/08/2020 11:55,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125-f7396412-6990-4889-83ea-8fd0657c330e,f7396412-6990-4889-83ea-8fd0657c330e,15125,57,09/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,09/08/2020 11:55,1,FALSE,Network,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125-fa71ba0b-5d6d-4cc0-bf1e-b82421e05cc7,fa71ba0b-5d6d-4cc0-bf1e-b82421e05cc7,15125,57,09/08/2020,None,0,FALSE,0,HighStatus_HighLegitimacy,0,13,7,09/08/2020 11:55,1,FALSE,Network,Ambiguity High,1,4,0,4,2,3,2,2,4,4,3,2,2,23,0,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15126-39324ef4-2c5a-43cb-8a7d-e18a1d89b7ed,39324ef4-2c5a-43cb-8a7d-e18a1d89b7ed,15126,58,12/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,12/08/2020 14:10,1,FALSE,Hierarchical,Ambiguity High,1,4,3,3,2,2,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15126-609accb7-b495-4711-aeed-940f89522d1d,609accb7-b495-4711-aeed-940f89522d1d,15126,58,12/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,12/08/2020 14:10,1,FALSE,Hierarchical,Ambiguity High,1,4,4,4,4,4,4,4,4,4,4,4,4,NA,0,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15126-7decdfb1-4506-45d8-9901-b9b9defdeb69,7decdfb1-4506-45d8-9901-b9b9defdeb69,15126,58,12/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,12/08/2020 14:10,1,FALSE,Hierarchical,Ambiguity High,1,4,4,4,4,4,4,4,4,4,4,4,4,30,0,1,NA,NA,NA,32,NA,4,4,4,4,4,4,4,4,4
15126-bdfbb7b1-9368-4774-a001-3b593e0f9fa5,bdfbb7b1-9368-4774-a001-3b593e0f9fa5,15126,58,12/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,12/08/2020 14:10,1,FALSE,Hierarchical,Ambiguity High,1,2,3,4,2,0,4,2,4,1,0,2,1,45,0,4,1,0,1,22,NA,1,3,3,1,1,1,0,1,2
15126-da74741b-3301-454b-bb90-57c0d2b1b527,da74741b-3301-454b-bb90-57c0d2b1b527,15126,58,12/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,12/08/2020 14:10,1,FALSE,Hierarchical,Ambiguity High,1,1,2,3,NA,NA,3,4,3,4,4,3,4,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15126-ec559fbb-8649-4f8d-b19b-2f9e4c9719b4,ec559fbb-8649-4f8d-b19b-2f9e4c9719b4,15126,58,12/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,12/08/2020 14:10,1,FALSE,Hierarchical,Ambiguity High,1,1,2,1,3,1,3,1,3,3,3,1,4,20,0,2,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15126-f36820f7-5b56-4899-847b-81b54dffdd24,f36820f7-5b56-4899-847b-81b54dffdd24,15126,58,12/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,12/08/2020 14:10,1,FALSE,Hierarchical,Ambiguity High,1,4,4,4,4,4,4,4,4,4,4,4,4,40,0,0,0,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15132-374065f7-3a2f-437b-8c90-acbbe1606000,374065f7-3a2f-437b-8c90-acbbe1606000,15132,58,10/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,10/08/2020 03:18,1,FALSE,Hierarchical,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,23,1,3,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15132-7e7cc27e-2c92-4792-bbd9-d4879e8f6127,7e7cc27e-2c92-4792-bbd9-d4879e8f6127,15132,58,10/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,10/08/2020 03:18,1,FALSE,Hierarchical,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15132-d35e8adc-5e5d-4b6d-8d4d-8bd3ee1bf41a,d35e8adc-5e5d-4b6d-8d4d-8bd3ee1bf41a,15132,58,10/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,10/08/2020 03:18,1,FALSE,Hierarchical,Ambiguity High,1,4,4,4,4,4,4,4,4,4,4,4,4,18,0,3,0,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15132-d4a7297b-68c9-43f1-8e1e-3dcfb57f9d91,d4a7297b-68c9-43f1-8e1e-3dcfb57f9d91,15132,58,10/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,10/08/2020 03:18,1,FALSE,Hierarchical,Ambiguity High,1,4,4,3,4,3,3,4,3,3,4,3,4,NA,0,0,1,1,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15132-df8b404f-1f2a-4f1c-800a-db0c26f7de98,df8b404f-1f2a-4f1c-800a-db0c26f7de98,15132,58,10/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,10/08/2020 03:18,1,FALSE,Hierarchical,Ambiguity High,1,1,2,3,3,1,0,3,2,1,4,2,3,21,1,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15132-f555c526-9143-4bf7-822a-d061018261ec,f555c526-9143-4bf7-822a-d061018261ec,15132,58,10/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,10/08/2020 03:18,1,FALSE,Hierarchical,Ambiguity High,1,4,3,2,3,3,2,3,4,4,2,2,2,18,0,4,0,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15132-f7396412-6990-4889-83ea-8fd0657c330e,f7396412-6990-4889-83ea-8fd0657c330e,15132,58,10/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,10/08/2020 03:18,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15136-32076706-9e8a-42e6-8812-99503e20bdd8,32076706-9e8a-42e6-8812-99503e20bdd8,15136,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,11,7,13/08/2020 04:39,1,FALSE,Cellular,Ambiguity High,1,3,3,4,3,3,2,3,3,3,3,3,2,26,1,5,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15136-49cf1058-de35-49da-8831-8ed9c82c9c55,49cf1058-de35-49da-8831-8ed9c82c9c55,15136,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,11,7,13/08/2020 04:39,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,26,2,1,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15136-55226f76-7ad3-44c1-aab2-f41c5054f46b,55226f76-7ad3-44c1-aab2-f41c5054f46b,15136,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,11,7,13/08/2020 04:39,1,FALSE,Cellular,Ambiguity High,1,3,2,3,3,3,2,2,2,3,2,2,3,28,0,5,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15136-b86170cf-8d01-43ea-ba4c-01423cb2dcac,b86170cf-8d01-43ea-ba4c-01423cb2dcac,15136,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,11,7,13/08/2020 04:39,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,26,1,1,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15136-b9c8142c-9a0a-4501-9dd0-18b2746b1e35,b9c8142c-9a0a-4501-9dd0-18b2746b1e35,15136,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,11,7,13/08/2020 04:39,1,FALSE,Cellular,Ambiguity High,1,2,1,1,0,1,4,1,0,2,0,2,0,22,1,4,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15136-cc9f36af-80c4-42d8-be84-f0f778f7d065,cc9f36af-80c4-42d8-be84-f0f778f7d065,15136,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,11,7,13/08/2020 04:39,1,FALSE,Cellular,Ambiguity High,1,1,3,3,3,3,3,3,3,3,3,3,3,23,0,4,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15136-d8a0345d-7ca9-405b-80ce-b69a78af8dca,d8a0345d-7ca9-405b-80ce-b69a78af8dca,15136,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,11,7,13/08/2020 04:39,1,FALSE,Cellular,Ambiguity High,1,3,2,3,3,2,2,3,2,3,2,2,3,23,1,3,0,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15141-2f1f932d-7eb1-4e24-8e11-3a09ae028882,2f1f932d-7eb1-4e24-8e11-3a09ae028882,15141,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,13/08/2020 11:58,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,26,1,1,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15141-40885461-0d00-4dd0-99ad-a9f8df518dc0,40885461-0d00-4dd0-99ad-a9f8df518dc0,15141,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,13/08/2020 11:58,1,FALSE,Cellular,Ambiguity High,1,0,1,2,1,0,4,3,2,2,3,0,0,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15141-49cf1058-de35-49da-8831-8ed9c82c9c55,49cf1058-de35-49da-8831-8ed9c82c9c55,15141,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,13/08/2020 11:58,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,26,2,1,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15141-6c168cc9-3cad-46a5-89e6-8de511490eb7,6c168cc9-3cad-46a5-89e6-8de511490eb7,15141,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,13/08/2020 11:58,1,FALSE,Cellular,Ambiguity High,1,4,3,2,1,2,3,4,3,2,1,3,2,29,0,4,0,0,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15141-8e51afb9-69c3-4246-8771-e741acd9a8a7,8e51afb9-69c3-4246-8771-e741acd9a8a7,15141,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,13/08/2020 11:58,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,27,1,1,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15141-cc0eb0b9-3c23-4298-b67c-a01295eb9e82,cc0eb0b9-3c23-4298-b67c-a01295eb9e82,15141,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,13/08/2020 11:58,1,FALSE,Cellular,Ambiguity High,1,2,2,3,3,3,3,2,4,2,2,2,3,34,0,4,1,1,0,37,NA,2,2,0,1,0,0,0,0,0
15141-cc9f36af-80c4-42d8-be84-f0f778f7d065,cc9f36af-80c4-42d8-be84-f0f778f7d065,15141,59,13/08/2020,None,0,FALSE,0,LowStatus_HighLegitimacy,1,13,7,13/08/2020 11:58,1,FALSE,Cellular,Ambiguity High,1,1,3,3,3,3,3,3,3,3,3,3,3,23,0,4,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15150-0045cf47-9091-446e-8eb1-387a5b3e3d97,0045cf47-9091-446e-8eb1-387a5b3e3d97,15150,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 00:23,1,FALSE,Hierarchical,Ambiguity Low,0,2,2,2,2,2,2,2,2,2,2,2,2,20,0,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15150-151943dc-2607-4aac-9a53-fd5413b32644,151943dc-2607-4aac-9a53-fd5413b32644,15150,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 00:23,1,FALSE,Hierarchical,Ambiguity Low,0,3,2,1,3,2,1,2,3,2,1,3,2,27,2,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15150-25343e26-56df-4106-b603-5e8daaba58cc,25343e26-56df-4106-b603-5e8daaba58cc,15150,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 00:23,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15150-45ae1434-4620-4440-b0f8-fcd5f9876502,45ae1434-4620-4440-b0f8-fcd5f9876502,15150,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 00:23,1,FALSE,Hierarchical,Ambiguity Low,0,3,3,NA,3,3,NA,3,3,3,NA,NA,3,25,0,0,0,0,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15150-63316222-6bda-469e-bdb0-f66439252c49,63316222-6bda-469e-bdb0-f66439252c49,15150,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 00:23,1,FALSE,Hierarchical,Ambiguity Low,0,3,2,4,3,2,4,2,4,3,4,3,4,28,0,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15150-67486751-4411-403f-9b8c-da936e274a3c,67486751-4411-403f-9b8c-da936e274a3c,15150,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 00:23,1,FALSE,Hierarchical,Ambiguity Low,0,1,2,1,2,4,3,1,2,3,0,4,1,22,1,4,1,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15150-d35e8adc-5e5d-4b6d-8d4d-8bd3ee1bf41a,d35e8adc-5e5d-4b6d-8d4d-8bd3ee1bf41a,15150,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 00:23,1,FALSE,Hierarchical,Ambiguity Low,0,4,4,4,4,4,4,4,4,4,4,4,4,18,0,3,0,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15154-0045cf47-9091-446e-8eb1-387a5b3e3d97,0045cf47-9091-446e-8eb1-387a5b3e3d97,15154,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 06:26,1,FALSE,Hierarchical,Ambiguity Low,0,2,2,2,2,2,2,2,2,2,2,2,2,20,0,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15154-05c77a1d-ccf6-4b09-b0c6-f1b7fadfce99,05c77a1d-ccf6-4b09-b0c6-f1b7fadfce99,15154,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 06:26,1,FALSE,Hierarchical,Ambiguity Low,0,3,4,3,3,3,4,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15154-2a2b3942-d0ef-475d-807d-0f648d025ce5,2a2b3942-d0ef-475d-807d-0f648d025ce5,15154,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 06:26,1,FALSE,Hierarchical,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15154-2bffe6b4-0ce1-4665-8ee0-fd5bddba9c46,2bffe6b4-0ce1-4665-8ee0-fd5bddba9c46,15154,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 06:26,1,FALSE,Hierarchical,Ambiguity Low,0,2,2,2,2,2,2,2,2,2,2,2,2,27,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15154-7f716bc1-094d-459e-a280-ff477f47d2a7,7f716bc1-094d-459e-a280-ff477f47d2a7,15154,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 06:26,1,FALSE,Hierarchical,Ambiguity Low,0,2,2,2,2,2,2,2,2,2,2,2,2,27,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15154-94f5dcfa-4111-497c-a855-9d8709728868,94f5dcfa-4111-497c-a855-9d8709728868,15154,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 06:26,1,FALSE,Hierarchical,Ambiguity Low,0,3,3,3,3,3,3,3,4,4,4,4,4,34,3,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15154-b8cc639f-8846-453e-a249-90f9e6726bac,b8cc639f-8846-453e-a249-90f9e6726bac,15154,61,10/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,10/08/2020 06:26,1,FALSE,Hierarchical,Ambiguity Low,0,2,3,4,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15158-1884f937-425a-4b8e-8b5b-8e60a618b0ba,1884f937-425a-4b8e-8b5b-8e60a618b0ba,15158,62,13/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,13/08/2020 09:01,1,FALSE,Cellular,Ambiguity Low,0,4,3,1,3,3,3,3,3,3,3,3,3,35,3,5,1,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15158-6c83ef63-5ca8-442a-b2a5-f6cfc6acf91b,6c83ef63-5ca8-442a-b2a5-f6cfc6acf91b,15158,62,13/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,13/08/2020 09:01,1,FALSE,Cellular,Ambiguity Low,0,3,2,4,2,4,2,3,3,2,2,2,3,27,0,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15158-7a30d2b0-6cd6-4046-b558-f2ac753b8538,7a30d2b0-6cd6-4046-b558-f2ac753b8538,15158,62,13/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,13/08/2020 09:01,1,FALSE,Cellular,Ambiguity Low,0,3,4,3,4,4,3,4,4,4,4,3,4,41,1,3,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15158-bbae3f0e-6b32-4720-bef7-50608f54102e,bbae3f0e-6b32-4720-bef7-50608f54102e,15158,62,13/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,13/08/2020 09:01,1,FALSE,Cellular,Ambiguity Low,0,3,3,4,NA,4,3,4,4,4,3,4,4,41,1,4,1,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15158-c90911ff-fd96-490d-8061-804e8e289496,c90911ff-fd96-490d-8061-804e8e289496,15158,62,13/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,13/08/2020 09:01,1,FALSE,Cellular,Ambiguity Low,0,2,2,3,1,3,4,3,2,4,3,3,3,28,0,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15158-d9911385-97a1-45ba-b65c-11b5696363e7,d9911385-97a1-45ba-b65c-11b5696363e7,15158,62,13/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,13/08/2020 09:01,1,FALSE,Cellular,Ambiguity Low,0,4,3,3,NA,3,3,3,NA,NA,3,3,NA,24,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15158-d9f0659a-9e70-4294-aef2-a4d24efd2395,d9f0659a-9e70-4294-aef2-a4d24efd2395,15158,62,13/08/2020,Weak,1,FALSE,0,HighStatus_HighLegitimacy,0,13,7,13/08/2020 09:01,1,FALSE,Cellular,Ambiguity Low,0,4,3,4,4,3,3,3,NA,3,NA,NA,NA,23,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
