"session","round","playerid","alterid","previouslytie","nowtie","playeraction","alteraction","other_d","action_num","break_tie","make_tie","state","CC","DD","player_empanel_id","alter_empanel_id"
"e1.8_2017-09-17",5,"E1MjVql9","Lr3wZh88",1,1,"C","C",0,0,0,0,"CC",1,0,"4210170720_78419_01","061301_S02_02"
"e1.2_2017-08-24",5,"gtw6tUet","xA3rMUGc",1,1,"C","C",0,0,0,0,"CC",1,0,"1682633998_78419_01","4224782522_78419_01"
"e1.5_2017-09-06",5,"Gvw2kAUr","4MEMPAHc",1,1,"C","C",0,1,0,1,"CC",1,0,"006297_S01_HH","4148905031_78419_01"
"e1.5_2017-09-06",5,"Gvw2kAUr","Aosqpm7K",1,0,"C","D",1,1,1,0,"CD",0,0,"006297_S01_HH","4198745311_78419_01"
"e1.5_2017-09-06",5,"Gvw2kAUr","LYgovvuG",1,1,"C","C",0,0,0,0,"CC",1,0,"006297_S01_HH","028085_S01_HH"
"e1.5_2017-09-06",5,"Gvw2kAUr","uXJWcSH5",1,1,"C","C",0,0,0,0,"CC",1,0,"006297_S01_HH","025702_S01_HH"
"e1.5_2017-09-06",5,"HDIRa6VS","LYgovvuG",1,1,"C","C",0,1,0,1,"CC",1,0,"4135951463_78419_01","028085_S01_HH"
"e1.5_2017-09-06",5,"HDIRa6VS","OmtdCXCq",1,1,"C","C",0,0,0,0,"CC",1,0,"4135951463_78419_01","4224774627_78419_01"
"e1.5_2017-09-06",5,"HDIRa6VS","uaj5qefo",1,1,"C","C",0,0,0,0,"CC",1,0,"4135951463_78419_01","4209514667_78419_01"
"e1.8_2017-09-17",5,"jLzegXH6","OSo4hIty",0,1,"C","C",0,1,0,1,"CC",1,0,"4210178541_78419_01","4206014237_78419_01"
"e1.8_2017-09-17",5,"jLzegXH6","wU4n9hI1",1,1,"C","C",0,0,0,0,"CC",1,0,"4210178541_78419_01","4198699806_78419_01"
"e1.5_2017-09-06",5,"L3XqYDJz","6eq39r0t",1,1,"C","C",0,0,0,0,"CC",1,0,"008751_S01_HH","1590401214_78419_01"
"e1.5_2017-09-06",5,"L3XqYDJz","Xu1iETkg",1,1,"C","C",0,0,0,0,"CC",1,0,"008751_S01_HH","4198746872_78419_01"
"e1.5_2017-09-06",5,"LYgovvuG","4MEMPAHc",1,1,"C","C",0,0,0,0,"CC",1,0,"028085_S01_HH","4148905031_78419_01"
"e1.5_2017-09-06",5,"LYgovvuG","Xu1iETkg",1,1,"C","C",0,0,0,0,"CC",1,0,"028085_S01_HH","4198746872_78419_01"
"e1.5_2017-09-06",5,"OmtdCXCq","2Ls5Rpdm",1,1,"C","C",0,0,0,0,"CC",1,0,"4224774627_78419_01","4198746100_78419_01"
"e1.5_2017-09-06",5,"OmtdCXCq","LYgovvuG",0,1,"C","C",0,1,0,1,"CC",1,0,"4224774627_78419_01","028085_S01_HH"
"e1.8_2017-09-17",5,"OSo4hIty","E1MjVql9",1,1,"C","C",0,0,0,0,"CC",1,0,"4206014237_78419_01","4210170720_78419_01"
"e1.5_2017-09-06",5,"QqZJQqSV","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"1104441209_23694_01","4198730040_78419_01"
"e1.5_2017-09-06",5,"QqZJQqSV","6eq39r0t",1,1,"C","C",0,0,0,0,"CC",1,0,"1104441209_23694_01","1590401214_78419_01"
"e1.5_2017-09-06",5,"QqZJQqSV","c6i3AAwk",0,0,"C","C",0,0,0,0,"CC",1,0,"1104441209_23694_01","4198734039_78419_01"
"e1.5_2017-09-06",5,"QqZJQqSV","ZZXk3eCC",1,1,"C","C",0,0,0,0,"CC",1,0,"1104441209_23694_01","4183007714_78419_01"
"e1.2_2017-08-24",5,"raYY3tzu","8xSP33VT",1,1,"C","C",0,0,0,0,"CC",1,0,"4224781187_78419_01","063329_S02_02"
"e1.2_2017-08-24",5,"raYY3tzu","gtw6tUet",1,1,"C","C",0,0,0,0,"CC",1,0,"4224781187_78419_01","1682633998_78419_01"
"e1.2_2017-08-24",5,"raYY3tzu","V8er8tZD",1,1,"C","C",0,0,0,0,"CC",1,0,"4224781187_78419_01","4109808109_78419_01"
"e1.2_2017-08-24",5,"raYY3tzu","YsqB1Gnw",0,1,"C","C",0,1,0,1,"CC",1,0,"4224781187_78419_01","070133_S02_01"
"e1.2_2017-08-24",5,"RqcdeZA7","xA3rMUGc",0,1,"C","C",0,1,0,1,"CC",1,0,"81614639_23694_01","4224782522_78419_01"
"e1.8_2017-09-17",5,"S2AgJ1pT","OSo4hIty",0,1,"C","C",0,1,0,1,"CC",1,0,"143881_3992_01","4206014237_78419_01"
"e1.5_2017-09-06",5,"S9a33uXU","Gvw2kAUr",1,1,"C","C",0,0,0,0,"CC",1,0,"4191195351_5107_01","006297_S01_HH"
"e1.5_2017-09-06",5,"S9a33uXU","LYgovvuG",0,1,"C","C",0,1,0,1,"CC",1,0,"4191195351_5107_01","028085_S01_HH"
"e1.5_2017-09-06",5,"S9a33uXU","ZZXk3eCC",1,1,"C","C",0,0,0,0,"CC",1,0,"4191195351_5107_01","4183007714_78419_01"
"e1.2_2017-08-24",5,"U6TIZF22","BTEQAhN9",1,1,"C","C",0,1,0,1,"CC",1,0,"4135950385_78419_01","4141905319_78419_01"
"e1.5_2017-09-06",5,"uaj5qefo","ctPYgH2O",1,1,"C","C",0,0,0,0,"CC",1,0,"4209514667_78419_01","4209524955_78419_01"
"e1.5_2017-09-06",5,"uaj5qefo","L3XqYDJz",1,1,"C","C",0,0,0,0,"CC",1,0,"4209514667_78419_01","008751_S01_HH"
"e1.5_2017-09-06",5,"uaj5qefo","LYgovvuG",1,1,"C","C",0,0,0,0,"CC",1,0,"4209514667_78419_01","028085_S01_HH"
"e1.5_2017-09-06",5,"uaj5qefo","OmtdCXCq",0,1,"C","C",0,1,0,1,"CC",1,0,"4209514667_78419_01","4224774627_78419_01"
"e1.5_2017-09-06",5,"uaj5qefo","uXJWcSH5",1,1,"C","C",0,0,0,0,"CC",1,0,"4209514667_78419_01","025702_S01_HH"
"e1.5_2017-09-06",5,"uXJWcSH5","4MEMPAHc",1,1,"C","C",0,0,0,0,"CC",1,0,"025702_S01_HH","4148905031_78419_01"
"e1.5_2017-09-06",5,"uXJWcSH5","ZZXk3eCC",1,1,"C","C",0,0,0,0,"CC",1,0,"025702_S01_HH","4183007714_78419_01"
"e1.2_2017-08-24",5,"V8er8tZD","gtw6tUet",1,1,"C","C",0,0,0,0,"CC",1,0,"4109808109_78419_01","1682633998_78419_01"
"e1.2_2017-08-24",5,"V8er8tZD","SJ4dRWlS",1,1,"C","C",0,0,0,0,"CC",1,0,"4109808109_78419_01","4098587119_78419_01"
"e1.2_2017-08-24",5,"V8er8tZD","YsqB1Gnw",0,1,"C","C",0,1,0,1,"CC",1,0,"4109808109_78419_01","070133_S02_01"
"e1.5_2017-09-06",5,"VJyZMbUX","uaj5qefo",1,1,"C","C",0,0,0,0,"CC",1,0,"4210177559_78419_01","4209514667_78419_01"
"e1.8_2017-09-17",5,"w0pqJYEi","tqPAyJE4",1,1,"C","C",0,0,0,0,"CC",1,0,"4109809643_78419_01","4224780943_78419_01"
"e1.8_2017-09-17",5,"wU4n9hI1","E1MjVql9",0,1,"C","C",0,1,0,1,"CC",1,0,"4198699806_78419_01","4210170720_78419_01"
"e1.2_2017-08-24",5,"xA3rMUGc","V8er8tZD",1,1,"C","C",0,0,0,0,"CC",1,0,"4224782522_78419_01","4109808109_78419_01"
"e1.5_2017-09-06",5,"Xu1iETkg","2Ls5Rpdm",1,1,"C","C",0,0,0,0,"CC",1,0,"4198746872_78419_01","4198746100_78419_01"
"e1.5_2017-09-06",5,"Xu1iETkg","Aosqpm7K",1,0,"C","D",1,1,1,0,"CD",0,0,"4198746872_78419_01","4198745311_78419_01"
"e1.5_2017-09-06",5,"Xu1iETkg","ctPYgH2O",1,1,"C","C",0,0,0,0,"CC",1,0,"4198746872_78419_01","4209524955_78419_01"
"e1.2_2017-08-24",5,"YsqB1Gnw","RqcdeZA7",1,1,"C","C",0,0,0,0,"CC",1,0,"070133_S02_01","81614639_23694_01"
"e1.5_2017-09-06",5,"ZZXk3eCC","Aosqpm7K",1,0,"C","D",1,1,1,0,"CD",0,0,"4183007714_78419_01","4198745311_78419_01"
"e1.5_2017-09-06",5,"ZZXk3eCC","L3XqYDJz",1,1,"C","C",0,0,0,0,"CC",1,0,"4183007714_78419_01","008751_S01_HH"
"e1.5_2017-09-06",6,"16hkBHE1","HDIRa6VS",1,0,"C","D",1,1,1,0,"CD",0,0,"4198730040_78419_01","4135951463_78419_01"
"e1.5_2017-09-06",6,"16hkBHE1","OmtdCXCq",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","4224774627_78419_01"
"e1.5_2017-09-06",6,"1RCOHcfE","L3XqYDJz",1,1,"C","C",0,0,0,0,"CC",1,0,"111400_3992_01","008751_S01_HH"
"e1.5_2017-09-06",6,"1RCOHcfE","S9a33uXU",1,1,"C","C",0,0,0,0,"CC",1,0,"111400_3992_01","4191195351_5107_01"
"e1.5_2017-09-06",6,"1RCOHcfE","VJyZMbUX",1,1,"C","C",0,0,0,0,"CC",1,0,"111400_3992_01","4210177559_78419_01"
"e1.5_2017-09-06",6,"2Ls5Rpdm","4MEMPAHc",0,1,"C","C",0,1,0,1,"CC",1,0,"4198746100_78419_01","4148905031_78419_01"
"e1.5_2017-09-06",6,"2Ls5Rpdm","Aosqpm7K",1,1,"C","C",0,0,0,0,"CC",1,0,"4198746100_78419_01","4198745311_78419_01"
"e1.5_2017-09-06",6,"2Ls5Rpdm","L3XqYDJz",1,1,"C","C",0,0,0,0,"CC",1,0,"4198746100_78419_01","008751_S01_HH"
"e1.5_2017-09-06",6,"4MEMPAHc","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","4198730040_78419_01"
"e1.5_2017-09-06",6,"4MEMPAHc","LYgovvuG",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","028085_S01_HH"
"e1.5_2017-09-06",6,"4MEMPAHc","VJyZMbUX",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","4210177559_78419_01"
"e1.5_2017-09-06",6,"4MEMPAHc","Xu1iETkg",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","4198746872_78419_01"
"e1.2_2017-08-24",6,"5Dc9pgMR","8xSP33VT",1,1,"C","C",0,0,0,0,"CC",1,0,"1869079206_78419_01","063329_S02_02"
"e1.2_2017-08-24",6,"5Dc9pgMR","U6TIZF22",1,1,"C","C",0,0,0,0,"CC",1,0,"1869079206_78419_01","4135950385_78419_01"
"e1.2_2017-08-24",6,"5Dc9pgMR","xA3rMUGc",0,1,"C","C",0,1,0,1,"CC",1,0,"1869079206_78419_01","4224782522_78419_01"
"e1.5_2017-09-06",6,"6eq39r0t","2Ls5Rpdm",1,1,"C","C",0,0,0,0,"CC",1,0,"1590401214_78419_01","4198746100_78419_01"
"e1.5_2017-09-06",6,"6eq39r0t","ctPYgH2O",1,1,"C","C",0,0,0,0,"CC",1,0,"1590401214_78419_01","4209524955_78419_01"
"e1.5_2017-09-06",6,"7tq3tbUd","1RCOHcfE",1,1,"D","C",0,0,0,0,"DC",0,0,"1586698951_78419_01","111400_3992_01"
"e1.5_2017-09-06",6,"7tq3tbUd","Gvw2kAUr",1,1,"D","C",0,0,0,0,"DC",0,0,"1586698951_78419_01","006297_S01_HH"
"e1.5_2017-09-06",6,"7tq3tbUd","L3XqYDJz",1,1,"D","C",0,0,0,0,"DC",0,0,"1586698951_78419_01","008751_S01_HH"
"e1.5_2017-09-06",6,"7tq3tbUd","OmtdCXCq",1,1,"D","C",0,0,0,0,"DC",0,0,"1586698951_78419_01","4224774627_78419_01"
"e1.5_2017-09-06",6,"7tq3tbUd","uXJWcSH5",0,0,"D","C",0,0,0,0,"DC",0,0,"1586698951_78419_01","025702_S01_HH"
"e1.2_2017-08-24",6,"8xSP33VT","gtw6tUet",0,1,"C","C",0,1,0,1,"CC",1,0,"063329_S02_02","1682633998_78419_01"
"e1.2_2017-08-24",6,"8xSP33VT","U6TIZF22",1,1,"C","C",0,0,0,0,"CC",1,0,"063329_S02_02","4135950385_78419_01"
"e1.5_2017-09-06",6,"Aosqpm7K","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"4198745311_78419_01","4198730040_78419_01"
"e1.5_2017-09-06",6,"Aosqpm7K","1RCOHcfE",0,0,"C","C",0,0,0,0,"CC",1,0,"4198745311_78419_01","111400_3992_01"
"e1.5_2017-09-06",6,"Aosqpm7K","S9a33uXU",1,1,"C","C",0,0,0,0,"CC",1,0,"4198745311_78419_01","4191195351_5107_01"
"e1.8_2017-09-17",6,"b3pCCPJi","Lr3wZh88",1,1,"C","C",0,0,0,0,"CC",1,0,"4142196852_78419_01","061301_S02_02"
"e1.8_2017-09-17",6,"b3pCCPJi","w0pqJYEi",1,1,"C","C",0,0,0,0,"CC",1,0,"4142196852_78419_01","4109809643_78419_01"
"e1.2_2017-08-24",6,"BTEQAhN9","SJ4dRWlS",0,1,"C","C",0,1,0,1,"CC",1,0,"4141905319_78419_01","4098587119_78419_01"
"e1.5_2017-09-06",6,"c6i3AAwk","4MEMPAHc",1,1,"C","C",0,0,0,0,"CC",1,0,"4198734039_78419_01","4148905031_78419_01"
"e1.5_2017-09-06",6,"c6i3AAwk","6eq39r0t",1,1,"C","C",0,0,0,0,"CC",1,0,"4198734039_78419_01","1590401214_78419_01"
"e1.8_2017-09-17",6,"CDitEj5Y","tqPAyJE4",1,1,"C","C",0,0,0,0,"CC",1,0,"4210176701_78419_01","4224780943_78419_01"
"e1.8_2017-09-17",6,"CDitEj5Y","w0pqJYEi",0,1,"C","C",0,1,0,1,"CC",1,0,"4210176701_78419_01","4109809643_78419_01"
"e1.5_2017-09-06",6,"ctPYgH2O","7tq3tbUd",1,0,"C","D",1,1,1,0,"CD",0,0,"4209524955_78419_01","1586698951_78419_01"
"e1.8_2017-09-17",6,"E1MjVql9","b3pCCPJi",1,1,"C","C",0,0,0,0,"CC",1,0,"4210170720_78419_01","4142196852_78419_01"
"e1.8_2017-09-17",6,"E1MjVql9","S2AgJ1pT",1,1,"C","C",0,0,0,0,"CC",1,0,"4210170720_78419_01","143881_3992_01"
"e1.8_2017-09-17",6,"E1MjVql9","tqPAyJE4",1,1,"C","C",0,0,0,0,"CC",1,0,"4210170720_78419_01","4224780943_78419_01"
"e1.2_2017-08-24",6,"gtw6tUet","RqcdeZA7",1,1,"C","C",0,0,0,0,"CC",1,0,"1682633998_78419_01","81614639_23694_01"
"e1.2_2017-08-24",6,"gtw6tUet","V8er8tZD",1,1,"C","C",0,0,0,0,"CC",1,0,"1682633998_78419_01","4109808109_78419_01"
"e1.5_2017-09-06",6,"Gvw2kAUr","2Ls5Rpdm",1,1,"C","C",0,0,0,0,"CC",1,0,"006297_S01_HH","4198746100_78419_01"
"e1.5_2017-09-06",6,"Gvw2kAUr","Aosqpm7K",0,1,"C","C",0,1,0,1,"CC",1,0,"006297_S01_HH","4198745311_78419_01"
"e1.5_2017-09-06",6,"Gvw2kAUr","HDIRa6VS",0,0,"C","D",1,0,0,0,"CD",0,0,"006297_S01_HH","4135951463_78419_01"
"e1.5_2017-09-06",6,"Gvw2kAUr","L3XqYDJz",0,1,"C","C",0,1,0,1,"CC",1,0,"006297_S01_HH","008751_S01_HH"
"e1.5_2017-09-06",6,"Gvw2kAUr","VJyZMbUX",1,1,"C","C",0,0,0,0,"CC",1,0,"006297_S01_HH","4210177559_78419_01"
"e1.5_2017-09-06",6,"HDIRa6VS","Aosqpm7K",1,1,"D","C",0,0,0,0,"DC",0,0,"4135951463_78419_01","4198745311_78419_01"
"e1.5_2017-09-06",6,"HDIRa6VS","uaj5qefo",1,1,"D","C",0,0,0,0,"DC",0,0,"4135951463_78419_01","4209514667_78419_01"
"e1.8_2017-09-17",6,"jLzegXH6","b3pCCPJi",0,1,"C","C",0,1,0,1,"CC",1,0,"4210178541_78419_01","4142196852_78419_01"
"e1.8_2017-09-17",6,"jLzegXH6","CDitEj5Y",1,1,"C","C",0,0,0,0,"CC",1,0,"4210178541_78419_01","4210176701_78419_01"
"e1.8_2017-09-17",6,"Lr3wZh88","E1MjVql9",1,1,"C","C",0,0,0,0,"CC",1,0,"061301_S02_02","4210170720_78419_01"
"e1.8_2017-09-17",6,"Lr3wZh88","jLzegXH6",1,1,"C","C",0,0,0,0,"CC",1,0,"061301_S02_02","4210178541_78419_01"
"e1.5_2017-09-06",6,"LYgovvuG","2Ls5Rpdm",1,1,"C","C",0,0,0,0,"CC",1,0,"028085_S01_HH","4198746100_78419_01"
"e1.5_2017-09-06",6,"LYgovvuG","Aosqpm7K",1,1,"C","C",0,0,0,0,"CC",1,0,"028085_S01_HH","4198745311_78419_01"
"e1.5_2017-09-06",6,"LYgovvuG","Gvw2kAUr",1,1,"C","C",0,0,0,0,"CC",1,0,"028085_S01_HH","006297_S01_HH"
"e1.5_2017-09-06",6,"OmtdCXCq","1RCOHcfE",0,1,"C","C",0,1,0,1,"CC",1,0,"4224774627_78419_01","111400_3992_01"
"e1.5_2017-09-06",6,"OmtdCXCq","2Ls5Rpdm",1,1,"C","C",0,0,0,0,"CC",1,0,"4224774627_78419_01","4198746100_78419_01"
"e1.5_2017-09-06",6,"OmtdCXCq","4MEMPAHc",1,1,"C","C",0,0,0,0,"CC",1,0,"4224774627_78419_01","4148905031_78419_01"
"e1.5_2017-09-06",6,"OmtdCXCq","QqZJQqSV",0,1,"C","C",0,1,0,1,"CC",1,0,"4224774627_78419_01","1104441209_23694_01"
"e1.5_2017-09-06",6,"OmtdCXCq","VJyZMbUX",1,1,"C","C",0,0,0,0,"CC",1,0,"4224774627_78419_01","4210177559_78419_01"
"e1.5_2017-09-06",6,"QqZJQqSV","1RCOHcfE",1,1,"C","C",0,0,0,0,"CC",1,0,"1104441209_23694_01","111400_3992_01"
"e1.5_2017-09-06",6,"QqZJQqSV","4MEMPAHc",0,1,"C","C",0,1,0,1,"CC",1,0,"1104441209_23694_01","4148905031_78419_01"
"e1.5_2017-09-06",6,"QqZJQqSV","Aosqpm7K",1,1,"C","C",0,0,0,0,"CC",1,0,"1104441209_23694_01","4198745311_78419_01"
"e1.2_2017-08-24",6,"RqcdeZA7","8xSP33VT",1,1,"C","C",0,0,0,0,"CC",1,0,"81614639_23694_01","063329_S02_02"
"e1.2_2017-08-24",6,"RqcdeZA7","YsqB1Gnw",1,1,"C","C",0,0,0,0,"CC",1,0,"81614639_23694_01","070133_S02_01"
"e1.8_2017-09-17",6,"S2AgJ1pT","OSo4hIty",1,1,"C","C",0,0,0,0,"CC",1,0,"143881_3992_01","4206014237_78419_01"
"e1.5_2017-09-06",6,"S9a33uXU","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"4191195351_5107_01","4198730040_78419_01"
"e1.5_2017-09-06",6,"S9a33uXU","6eq39r0t",1,1,"C","C",0,0,0,0,"CC",1,0,"4191195351_5107_01","1590401214_78419_01"
"e1.5_2017-09-06",6,"S9a33uXU","uXJWcSH5",1,1,"C","C",0,0,0,0,"CC",1,0,"4191195351_5107_01","025702_S01_HH"
"e1.2_2017-08-24",6,"U6TIZF22","xA3rMUGc",0,1,"C","C",0,1,0,1,"CC",1,0,"4135950385_78419_01","4224782522_78419_01"
"e1.2_2017-08-24",6,"U6TIZF22","YsqB1Gnw",1,1,"C","C",0,1,0,1,"CC",1,0,"4135950385_78419_01","070133_S02_01"
"e1.5_2017-09-06",6,"uaj5qefo","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"4209514667_78419_01","4198730040_78419_01"
"e1.5_2017-09-06",6,"uXJWcSH5","c6i3AAwk",1,1,"C","C",0,0,0,0,"CC",1,0,"025702_S01_HH","4198734039_78419_01"
"e1.5_2017-09-06",6,"uXJWcSH5","HDIRa6VS",0,0,"C","D",1,0,0,0,"CD",0,0,"025702_S01_HH","4135951463_78419_01"
"e1.5_2017-09-06",6,"uXJWcSH5","L3XqYDJz",1,1,"C","C",0,0,0,0,"CC",1,0,"025702_S01_HH","008751_S01_HH"
"e1.5_2017-09-06",6,"uXJWcSH5","QqZJQqSV",1,1,"C","C",0,0,0,0,"CC",1,0,"025702_S01_HH","1104441209_23694_01"
"e1.5_2017-09-06",6,"VJyZMbUX","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"4210177559_78419_01","4198730040_78419_01"
"e1.5_2017-09-06",6,"VJyZMbUX","2Ls5Rpdm",1,1,"C","C",0,0,0,0,"CC",1,0,"4210177559_78419_01","4198746100_78419_01"
"e1.5_2017-09-06",6,"VJyZMbUX","7tq3tbUd",0,0,"C","D",1,0,0,0,"CD",0,0,"4210177559_78419_01","1586698951_78419_01"
"e1.5_2017-09-06",6,"VJyZMbUX","ZZXk3eCC",1,1,"C","C",0,0,0,0,"CC",1,0,"4210177559_78419_01","4183007714_78419_01"
"e1.8_2017-09-17",6,"w0pqJYEi","E1MjVql9",1,1,"C","C",0,0,0,0,"CC",1,0,"4109809643_78419_01","4210170720_78419_01"
"e1.8_2017-09-17",6,"w0pqJYEi","OSo4hIty",1,1,"C","C",0,0,0,0,"CC",1,0,"4109809643_78419_01","4206014237_78419_01"
"e1.8_2017-09-17",6,"w0pqJYEi","S2AgJ1pT",1,1,"C","C",0,0,0,0,"CC",1,0,"4109809643_78419_01","143881_3992_01"
"e1.8_2017-09-17",6,"w0pqJYEi","wU4n9hI1",1,1,"C","C",0,0,0,0,"CC",1,0,"4109809643_78419_01","4198699806_78419_01"
"e1.8_2017-09-17",6,"wU4n9hI1","dbeyNtbX",0,1,"C","C",0,1,0,1,"CC",1,0,"4198699806_78419_01","087915_S02_02"
"e1.2_2017-08-24",6,"xA3rMUGc","8xSP33VT",1,1,"C","C",0,0,0,0,"CC",1,0,"4224782522_78419_01","063329_S02_02"
"e1.2_2017-08-24",6,"xA3rMUGc","BTEQAhN9",1,1,"C","C",0,0,0,0,"CC",1,0,"4224782522_78419_01","4141905319_78419_01"
"e1.5_2017-09-06",6,"Xu1iETkg","L3XqYDJz",1,1,"C","C",0,0,0,0,"CC",1,0,"4198746872_78419_01","008751_S01_HH"
"e1.5_2017-09-06",6,"Xu1iETkg","QqZJQqSV",1,1,"C","C",0,0,0,0,"CC",1,0,"4198746872_78419_01","1104441209_23694_01"
"e1.5_2017-09-06",6,"Xu1iETkg","uXJWcSH5",1,1,"C","C",0,0,0,0,"CC",1,0,"4198746872_78419_01","025702_S01_HH"
"e1.2_2017-08-24",6,"YsqB1Gnw","gtw6tUet",1,1,"C","C",0,0,0,0,"CC",1,0,"070133_S02_01","1682633998_78419_01"
"e1.5_2017-09-06",6,"ZZXk3eCC","4MEMPAHc",1,1,"C","C",0,0,0,0,"CC",1,0,"4183007714_78419_01","4148905031_78419_01"
"e1.5_2017-09-06",6,"ZZXk3eCC","HDIRa6VS",1,1,"C","D",1,0,0,0,"CD",0,0,"4183007714_78419_01","4135951463_78419_01"
"e1.5_2017-09-06",7,"16hkBHE1","4MEMPAHc",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","4148905031_78419_01"
"e1.5_2017-09-06",7,"16hkBHE1","c6i3AAwk",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","4198734039_78419_01"
"e1.5_2017-09-06",7,"16hkBHE1","HDIRa6VS",0,1,"C","C",0,1,0,1,"CC",1,0,"4198730040_78419_01","4135951463_78419_01"
"e1.5_2017-09-06",7,"16hkBHE1","LYgovvuG",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","028085_S01_HH"
"e1.5_2017-09-06",7,"16hkBHE1","OmtdCXCq",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","4224774627_78419_01"
"e1.5_2017-09-06",7,"16hkBHE1","S9a33uXU",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","4191195351_5107_01"
"e1.5_2017-09-06",7,"16hkBHE1","uaj5qefo",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","4209514667_78419_01"
"e1.5_2017-09-06",7,"1RCOHcfE","ctPYgH2O",1,1,"C","C",0,0,0,0,"CC",1,0,"111400_3992_01","4209524955_78419_01"
"e1.2_2017-08-24",7,"2eCW1FlE","5Dc9pgMR",1,0,"C","D",1,1,1,0,"CD",0,0,"4142230532_78419_01","1869079206_78419_01"
"e1.2_2017-08-24",7,"2eCW1FlE","8xSP33VT",1,1,"C","C",0,0,0,0,"CC",1,0,"4142230532_78419_01","063329_S02_02"
"e1.2_2017-08-24",7,"2eCW1FlE","xA3rMUGc",1,1,"C","C",0,0,0,0,"CC",1,0,"4142230532_78419_01","4224782522_78419_01"
"e1.5_2017-09-06",7,"2Ls5Rpdm","Aosqpm7K",1,1,"C","C",0,0,0,0,"CC",1,0,"4198746100_78419_01","4198745311_78419_01"
"e1.5_2017-09-06",7,"4MEMPAHc","ctPYgH2O",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","4209524955_78419_01"
"e1.5_2017-09-06",7,"4MEMPAHc","L3XqYDJz",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","008751_S01_HH"
"e1.5_2017-09-06",7,"4MEMPAHc","QqZJQqSV",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","1104441209_23694_01"
"e1.5_2017-09-06",7,"4MEMPAHc","uaj5qefo",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","4209514667_78419_01"
"e1.5_2017-09-06",7,"4MEMPAHc","VJyZMbUX",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","4210177559_78419_01"
"e1.5_2017-09-06",7,"4MEMPAHc","ZZXk3eCC",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","4183007714_78419_01"
"e1.2_2017-08-24",7,"5Dc9pgMR","xA3rMUGc",1,1,"D","C",0,0,0,0,"DC",0,0,"1869079206_78419_01","4224782522_78419_01"
"e1.5_2017-09-06",7,"6eq39r0t","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"1590401214_78419_01","4198730040_78419_01"
"e1.5_2017-09-06",7,"6eq39r0t","c6i3AAwk",1,1,"C","C",0,0,0,0,"CC",1,0,"1590401214_78419_01","4198734039_78419_01"
"e1.5_2017-09-06",7,"6eq39r0t","Gvw2kAUr",1,1,"C","D",1,0,0,0,"CD",0,0,"1590401214_78419_01","006297_S01_HH"
"e1.5_2017-09-06",7,"6eq39r0t","uXJWcSH5",1,1,"C","C",0,0,0,0,"CC",1,0,"1590401214_78419_01","025702_S01_HH"
"e1.5_2017-09-06",7,"7tq3tbUd","16hkBHE1",0,1,"C","C",0,1,0,1,"CC",1,0,"1586698951_78419_01","4198730040_78419_01"
"e1.5_2017-09-06",7,"7tq3tbUd","ctPYgH2O",0,1,"C","C",0,1,0,1,"CC",1,0,"1586698951_78419_01","4209524955_78419_01"
"e1.5_2017-09-06",7,"7tq3tbUd","LYgovvuG",1,1,"C","C",0,1,0,1,"CC",1,0,"1586698951_78419_01","028085_S01_HH"
"e1.5_2017-09-06",7,"7tq3tbUd","QqZJQqSV",1,1,"C","C",0,0,0,0,"CC",1,0,"1586698951_78419_01","1104441209_23694_01"
"e1.5_2017-09-06",7,"7tq3tbUd","VJyZMbUX",1,1,"C","C",0,1,0,1,"CC",1,0,"1586698951_78419_01","4210177559_78419_01"
"e1.5_2017-09-06",7,"7tq3tbUd","ZZXk3eCC",1,1,"C","C",0,0,0,0,"CC",1,0,"1586698951_78419_01","4183007714_78419_01"
