"playerid","group","round_num","group_connect","connect","condition","session","ingroup","biased","identities","empanel_id"
"qqUGu3kS",0,15,0,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4191252363_5107_01"
"QXNE4Fr9",0,15,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4148866744_78419_01"
"QXNE4Fr9",0,15,0,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4148866744_78419_01"
"QY65oXAS",1,15,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"023401_S01_HH"
"r3AZnOBT",1,15,0,0,"Biased-2","e2.3_2017-08-28",0,1,0,"010914_S01_HH"
"r3AZnOBT",1,15,1,0,"Biased-2","e2.3_2017-08-28",1,1,0,"010914_S01_HH"
"RtheYJJO",2,15,2,1,"Biased-4","e2.1_2017-08-23",1,1,1,"4209518345_78419_01"
"RtheYJJO",2,15,3,1,"Biased-4","e2.1_2017-08-23",0,1,1,"4209518345_78419_01"
"sJGf8QUk",0,15,0,0,"Biased-2","e2.3_2017-08-31",1,1,0,"4174334848_78419_01"
"sJGf8QUk",0,15,1,0,"Biased-2","e2.3_2017-08-31",0,1,0,"4174334848_78419_01"
"STfPvxel",1,15,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4083379780_5107_01"
"tEB5uO21",0,15,0,0,"Biased-2","e2.3_2017-08-28",1,1,0,"4193052637_78419_01"
"tEB5uO21",0,15,1,0,"Biased-2","e2.3_2017-08-28",0,1,0,"4193052637_78419_01"
"tjR3yjYL",0,15,0,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4224783116_78419_01"
"tjR3yjYL",0,15,1,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4224783116_78419_01"
"VG1N0gwz",1,15,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4210176637_78419_01"
"VTOvAf0i",3,15,0,0,"Biased-4","e2.1_2017-08-23",0,1,1,"4205996497_78419_01"
"VTOvAf0i",3,15,1,0,"Biased-4","e2.1_2017-08-23",0,1,1,"4205996497_78419_01"
"VTOvAf0i",3,15,2,0,"Biased-4","e2.1_2017-08-23",0,1,1,"4205996497_78419_01"
"VTOvAf0i",3,15,3,0,"Biased-4","e2.1_2017-08-23",1,1,1,"4205996497_78419_01"
"vyygRmNe",1,15,1,1,"Biased-2","e2.4_2017-08-27",1,1,0,"4224790653_78419_01"
"w6uhkiFK",0,15,2,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4210181764_78419_01"
"w6uhkiFK",0,15,0,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4210181764_78419_01"
"Wd5JCBnA",1,15,0,1,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4222259624_78419_01"
"WdTeyb1v",1,15,0,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4191248964_5107_01"
"WdTeyb1v",1,15,3,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4191248964_5107_01"
"WdTeyb1v",1,15,2,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4191248964_5107_01"
"WshDL9Y8",0,15,1,1,"Biased-2","e2.3_2017-08-28",0,1,0,"4205995222_78419_01"
"WshDL9Y8",0,15,0,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4205995222_78419_01"
"x7QzBBkz",0,15,1,0,"Unbiased-2","e2.6_2017-09-21",0,0,0,"4009917197_78914_01"
"x7QzBBkz",0,15,0,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"4009917197_78914_01"
"xqyUXbmR",1,15,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"1796202230_78419_01"
"XzHeyDPf",1,15,0,1,"Biased-2","e2.3_2017-08-31",0,1,0,"1741182395_78419_01"
"YJLgFM05",1,15,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4098578922_78419_01"
"YSKlL1Ic",1,15,1,0,"Biased-2","e2.3_2017-08-31",1,1,0,"4209524657_78419_01"
"YZof3wEf",0,15,1,1,"Biased-2","e2.4_2017-08-27",0,1,0,"1104439372_23694_02"
"zcXK7TjS",1,15,1,1,"Unbiased-2","e2.6_2017-09-21",1,0,0,"121991_3992_01"
"ZGeHPGql",1,15,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4098579819_78419_01"
"ZueS6Jwo",2,15,3,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4142232998_78419_01"
"ZueS6Jwo",2,15,0,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4142232998_78419_01"
